subject_name,parent,subject_kind,d6_status,slot,d6_slot_status,entity_mentions,section_aligned_mentions,out_of_section_mentions,unique_entity_count,section_aligned_unique_entity_count,entity_type_counts,sample_section_aligned_entities,sample_all_entities,sample_evidence,recommended_action
心包积液及心脏压塞,心包疾病,disease_or_topic,source_covered_ready,etiology_pathogenesis,candidate_present,87,0,87,11,0,"{""RiskFactor"": 71, ""Etiology"": 12, ""Pathophysiology"": 4}",,创伤；动脉粥样硬化；右心负荷增加；心肌缺血；感染；手术；炎症；糖尿病；肥胖；肺动脉血栓栓塞；肿瘤,,疑似跨章节噪声，需人工抽样确认
心包积液及心脏压塞,心包疾病,disease_or_topic,source_covered_ready,exam_lab,candidate_present,71,0,71,18,0,"{""LabTest"": 19, ""Exam"": 52}",,CT检查；C反应蛋白；冠状动脉造影；动脉血气分析；心内膜心肌活检；心电图；心肌肌钙蛋白；心脏导管检查；电生理检查；磁共振成像；红细胞沉降率；肾功能；胸部X线检查；血培养；血常规；血管超声；血糖；超声心动图,,疑似跨章节噪声，需人工抽样确认
心包积液及心脏压塞,心包疾病,disease_or_topic,source_covered_ready,follow_up_prognosis,not_in_d6_slot_audit,118,0,118,12,0,"{""Complication"": 108, ""FollowUp"": 3, ""Prognosis"": 7}",,出血；定期随访；心力衰竭；心律失常；心脏压塞；感染性心内膜炎；猝死；肺动脉高压；肺栓塞；脑卒中；预后不良；预后良好,,疑似跨章节噪声，需人工抽样确认
心包积液及心脏压塞,心包疾病,disease_or_topic,source_covered_ready,treatment,candidate_present,65,0,65,23,0,"{""TreatmentPlan"": 27, ""Medication"": 15, ""Procedure"": 23}",,利尿剂；复律治疗；导管取栓；射频消融术；心包穿刺；心脏移植；抗凝治疗；抗凝药物；抗血小板药物；控制心室率；氧疗；洋地黄类药物；溶栓治疗；溶栓药物；瓣膜置换术；硝酸酯类药物；经皮冠状动脉介入治疗；胺碘酮；药物治疗；血管紧张素Ⅱ受体拮抗剂,,疑似跨章节噪声，需人工抽样确认
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,134,0,134,23,0,"{""Sign"": 87, ""Symptom"": 47}",,乏力；休克；低血压；出汗；发绀；呼吸困难；咳嗽；头晕；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；恶心呕吐；晕厥；水肿；濒死感；第四心音；胸痛；胸闷,,疑似跨章节噪声，需人工抽样确认
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,8,0,8,2,0,"{""DifferentialDiagnosis"": 6, ""DiagnosisCriteria"": 2}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,not_applicable_or_not_detected,31,0,31,10,0,"{""Etiology"": 9, ""RiskFactor"": 14, ""Pathophysiology"": 8}",,创伤；动脉粥样硬化；右心负荷增加；家族史；心肌缺血；感染；手术；炎症；糖尿病；遗传因素,,疑似跨章节噪声，需人工抽样确认
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,28,0,28,8,0,"{""Exam"": 21, ""LabTest"": 7}",,CT检查；动脉血气分析；心电图；电生理检查；磁共振成像；肾功能；血糖；超声心动图,,疑似跨章节噪声，需人工抽样确认
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,98,0,98,7,0,"{""Complication"": 96, ""Prognosis"": 2}",,出血；心力衰竭；心律失常；心脏压塞；猝死；预后不良；预后良好,,疑似跨章节噪声，需人工抽样确认
心室扑动与心室颤动,室性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,78,0,78,14,0,"{""TreatmentPlan"": 33, ""Medication"": 19, ""Procedure"": 26}",,他汀类药物；复律治疗；射频消融术；心脏再同步治疗；抗凝治疗；植入式心律转复除颤器；洋地黄类药物；硝酸酯类药物；经皮冠状动脉介入治疗；胺碘酮；药物治疗；血运重建；起搏器植入；钙通道阻滞剂,,疑似跨章节噪声，需人工抽样确认
心房扑动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,deep_entity_present,2,0,2,1,0,"{""RiskStratification"": 2}",,危险分层,,疑似跨章节噪声，需人工抽样确认
心房扑动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,108,0,108,23,0,"{""Sign"": 83, ""Symptom"": 25}",,乏力；休克；低血压；发热；发绀；呼吸困难；头晕；奔马律；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；晕厥；水肿；水肿感；肢体肿胀；肺部啰音；胸痛；胸闷,,疑似跨章节噪声，需人工抽样确认
心房扑动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,7,0,7,2,0,"{""DifferentialDiagnosis"": 6, ""DiagnosisCriteria"": 1}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
心房扑动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,30,0,30,10,0,"{""Pathophysiology"": 5, ""RiskFactor"": 23, ""Etiology"": 2}",,右心负荷增加；吸烟；心肌缺血；感染；手术；深静脉血栓形成；炎症；糖尿病；肥胖；肿瘤,,疑似跨章节噪声，需人工抽样确认
心房扑动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,27,0,27,9,0,"{""LabTest"": 7, ""Exam"": 20}",,动态心电图；动脉血气分析；心电图；电生理检查；磁共振成像；肾功能；血糖；血脂检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
心房扑动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,66,0,66,8,0,"{""Complication"": 65, ""Prognosis"": 1}",,出血；心力衰竭；心律失常；猝死；肺动脉高压；肺栓塞；脑卒中；预后不良,,疑似跨章节噪声，需人工抽样确认
心房扑动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,57,0,57,15,0,"{""Medication"": 22, ""TreatmentPlan"": 24, ""Procedure"": 11}",,利尿剂；复律治疗；射频消融术；抗凝治疗；抗凝药物；控制心室率；洋地黄类药物；瓣膜置换术；经皮冠状动脉介入治疗；胺碘酮；药物治疗；血管紧张素Ⅱ受体拮抗剂；血管紧张素转换酶抑制剂；起搏器植入；钙通道阻滞剂,,疑似跨章节噪声，需人工抽样确认
心房颤动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,deep_entity_present,5,0,5,1,0,"{""RiskStratification"": 5}",,危险分层,,疑似跨章节噪声，需人工抽样确认
心房颤动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,230,0,230,31,0,"{""Sign"": 151, ""Symptom"": 79}",,上腹痛；乏力；休克；低血压；劳力性呼吸困难；发热；发绀；呼吸困难；咯血；咳嗽；夜间阵发性呼吸困难；头晕；奔马律；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；晕厥；水肿,,疑似跨章节噪声，需人工抽样确认
心房颤动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,source_not_cover,20,0,20,2,0,"{""DifferentialDiagnosis"": 17, ""DiagnosisCriteria"": 3}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
心房颤动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,123,0,123,15,0,"{""Pathophysiology"": 23, ""RiskFactor"": 86, ""Etiology"": 14}",,创伤；动脉粥样硬化；右心负荷增加；吸烟；家族史；心肌缺血；感染；手术；深静脉血栓形成；炎症；糖尿病；肥胖；肿瘤；遗传因素；长期卧床,,疑似跨章节噪声，需人工抽样确认
心房颤动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,83,0,83,15,0,"{""LabTest"": 23, ""Exam"": 60}",,CT检查；CT肺动脉造影；动态心电图；动脉血气分析；心电图；心肌肌钙蛋白；电生理检查；磁共振成像；肾功能；脑钠肽；血常规；血管超声；血糖；血脂检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
心房颤动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,189,0,189,12,0,"{""Complication"": 178, ""Prognosis"": 4, ""FollowUp"": 7}",,出血；定期随访；心力衰竭；心律失常；心脏压塞；感染性心内膜炎；猝死；肺动脉高压；肺栓塞；脑卒中；预后不良；预后良好,,疑似跨章节噪声，需人工抽样确认
心房颤动,房性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,219,0,219,26,0,"{""Medication"": 82, ""Procedure"": 41, ""TreatmentPlan"": 96}",,一般治疗；他汀类药物；利尿剂；复律治疗；射频消融术；心脏再同步治疗；心脏移植；抗凝治疗；抗凝药物；抗血小板治疗；抗血小板药物；控制心室率；洋地黄类药物；溶栓治疗；瓣膜置换术；硝酸酯类药物；经皮冠状动脉介入治疗；胺碘酮；药物治疗；血管紧张素Ⅱ受体拮抗剂,,疑似跨章节噪声，需人工抽样确认
心肌梗死后综合征,,,,clinical_manifestation,not_in_d6_slot_audit,4,0,4,4,0,"{""Sign"": 2, ""Symptom"": 2}",,发热；心脏扩大；心脏杂音；胸痛,,疑似跨章节噪声，需人工抽样确认
心肌梗死后综合征,,,,exam_lab,not_in_d6_slot_audit,2,0,2,2,0,"{""Exam"": 2}",,心电图；超声心动图,,疑似跨章节噪声，需人工抽样确认
心肌梗死后综合征,,,,follow_up_prognosis,not_in_d6_slot_audit,2,0,2,2,0,"{""Complication"": 2}",,心力衰竭；心律失常,,疑似跨章节噪声，需人工抽样确认
心肌梗死后综合征,,,,treatment,not_in_d6_slot_audit,2,0,2,2,0,"{""TreatmentPlan"": 1, ""Procedure"": 1}",,溶栓治疗；经皮冠状动脉介入治疗,,疑似跨章节噪声，需人工抽样确认
心肌炎,心肌疾病,disease_or_topic,source_covered_ready,classification_risk,deep_entity_present,2,0,2,1,0,"{""RiskStratification"": 2}",,危险分层,,疑似跨章节噪声，需人工抽样确认
心肌炎,心肌疾病,disease_or_topic,source_covered_ready,clinical_manifestation,candidate_present,114,6,108,27,3,"{""Symptom"": 52, ""Sign"": 62}",休克；低血压；高血压,上腹痛；乏力；休克；低血压；出汗；发热；发绀；呼吸困难；咯血；咳嗽；头晕；奔马律；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；心音低钝；恶心呕吐；晕厥,低血压｜行6019｜（2）磷酸二酯酶抑制剂：兼有正性肌力及降低外周血管和肺血管阻力的作用。需要警惕低血压、心律失常风险。 || 低血压｜行6025｜4. 血管收缩剂 去甲肾上腺素、肾上腺素等是对外周动脉有显著缩血管作用的药物，重分配血流但以增加左心室后负荷为代价提高血压，保证重要脏器灌注。适用于使用正性肌力 || 高血压｜行6025｜4. 血管收缩剂 去甲肾上腺素、肾上腺素等是对外周动脉有显著缩血管作用的药物，重分配血流但以增加左心室后负荷为代价提高血压，保证重要脏器灌注。适用于使用正性肌力,已可作为槽位候选复核
心肌炎,心肌疾病,disease_or_topic,source_covered_ready,diagnosis_differential,candidate_present,36,0,36,2,0,"{""DifferentialDiagnosis"": 22, ""DiagnosisCriteria"": 14}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
心肌炎,心肌疾病,disease_or_topic,source_covered_ready,etiology_pathogenesis,candidate_present,71,3,68,12,2,"{""RiskFactor"": 49, ""Etiology"": 13, ""Pathophysiology"": 9}",心肌缺血；手术,动脉粥样硬化；右心负荷增加；吸烟；心肌缺血；感染；手术；炎症；糖尿病；肥胖；肿瘤；遗传因素；高脂血症,心肌缺血｜行6023｜（4）洋地黄类药物：可轻度增加心排血量、降低左心室充盈压。主要适应证是房颤伴快速心室率( >110 次 / 分）者。毛花苷丙 0.2～0.4mg 缓慢静脉注射  || 心肌缺血｜行6027｜血管收缩剂可致心律失常、心肌缺血及其他器官损害，用药中应密切监测血压、心律、心率、血流动力学及临床状态变化，当组织灌注恢复时尽早停用。 || 手术｜行6047｜（2）体外膜肺氧合（ECMO）：在心脏不能维持全身灌注或者肺脏不能进行充分气体交换时，提供体外心肺功能支持。主要适用于心脏术后低心排血量、心源性休克、急性暴发性,已可作为槽位候选复核
心肌炎,心肌疾病,disease_or_topic,source_covered_ready,exam_lab,candidate_present,60,1,59,13,1,"{""LabTest"": 12, ""Exam"": 48}",心肌肌钙蛋白,CT检查；冠状动脉造影；心内膜心肌活检；心电图；心肌肌钙蛋白；电生理检查；磁共振成像；红细胞沉降率；肾功能；胸部X线检查；脑钠肽；血常规；超声心动图,心肌肌钙蛋白｜行6021｜（3）左西孟旦（levosimendan）：通过结合于心肌细胞上的肌钙蛋白 C 增强心肌收缩，并通过介导三磷酸腺苷敏感的钾通道，扩张冠状动脉和外周血管。其代谢产,已可作为槽位候选复核
心肌炎,心肌疾病,disease_or_topic,source_covered_ready,follow_up_prognosis,not_in_d6_slot_audit,81,5,76,12,2,"{""Complication"": 76, ""Prognosis"": 4, ""FollowUp"": 1}",心力衰竭；心律失常,出血；定期随访；心力衰竭；心律失常；心脏压塞；感染性心内膜炎；猝死；肺动脉高压；肺栓塞；脑卒中；预后不良；预后良好,心律失常｜行6019｜（2）磷酸二酯酶抑制剂：兼有正性肌力及降低外周血管和肺血管阻力的作用。需要警惕低血压、心律失常风险。 || 心律失常｜行6027｜血管收缩剂可致心律失常、心肌缺血及其他器官损害，用药中应密切监测血压、心律、心率、血流动力学及临床状态变化，当组织灌注恢复时尽早停用。 || 心力衰竭｜行6047｜（2）体外膜肺氧合（ECMO）：在心脏不能维持全身灌注或者肺脏不能进行充分气体交换时，提供体外心肺功能支持。主要适用于心脏术后低心排血量、心源性休克、急性暴发性,无需处理
心肌炎,心肌疾病,disease_or_topic,source_covered_ready,treatment,candidate_present,44,3,41,18,2,"{""Medication"": 22, ""Procedure"": 15, ""TreatmentPlan"": 7}",心脏移植；洋地黄类药物,一般治疗；利尿剂；复律治疗；射频消融术；心包穿刺；心脏移植；抗凝治疗；抗凝药物；抗血小板药物；洋地黄类药物；瓣膜置换术；经皮冠状动脉介入治疗；胺碘酮；药物治疗；血管紧张素Ⅱ受体拮抗剂；血管紧张素转换酶抑制剂；起搏器植入；钙通道阻滞剂,洋地黄类药物｜行6023｜（4）洋地黄类药物：可轻度增加心排血量、降低左心室充盈压。主要适应证是房颤伴快速心室率( >110 次 / 分）者。毛花苷丙 0.2～0.4mg 缓慢静脉注射  || 心脏移植｜行6047｜（2）体外膜肺氧合（ECMO）：在心脏不能维持全身灌注或者肺脏不能进行充分气体交换时，提供体外心肺功能支持。主要适用于心脏术后低心排血量、心源性休克、急性暴发性 || 心脏移植｜行6049｜（3）左心室辅助装置：在急性心衰时通过辅助心室泵血来维持外周灌注并减少心肌耗氧量，从 而减轻心肌损伤。主要适用于各种原因引起的难治性心衰及心源性休克，特别是心脏,已可作为槽位候选复核
心脏性猝死,,,,classification_risk,not_in_d6_slot_audit,2,0,2,1,0,"{""RiskStratification"": 2}",,危险分层,,疑似跨章节噪声，需人工抽样确认
心脏性猝死,,,,clinical_manifestation,not_in_d6_slot_audit,51,0,51,17,0,"{""Sign"": 23, ""Symptom"": 28}",,乏力；低血压；发绀；呼吸困难；头晕；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；晕厥；水肿；第三心音；第四心音；胸痛；胸闷；高血压,,疑似跨章节噪声，需人工抽样确认
心脏性猝死,,,,diagnosis_differential,not_in_d6_slot_audit,9,0,9,2,0,"{""DiagnosisCriteria"": 7, ""DifferentialDiagnosis"": 2}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
心脏性猝死,,,,etiology_pathogenesis,not_in_d6_slot_audit,29,0,29,9,0,"{""RiskFactor"": 16, ""Etiology"": 7, ""Pathophysiology"": 6}",,创伤；动脉粥样硬化；右心负荷增加；家族史；心肌缺血；感染；手术；糖尿病；遗传因素,,疑似跨章节噪声，需人工抽样确认
心脏性猝死,,,,exam_lab,not_in_d6_slot_audit,14,0,14,4,0,"{""Exam"": 14}",,动态心电图；心电图；电生理检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
心脏性猝死,,,,follow_up_prognosis,not_in_d6_slot_audit,68,0,68,7,0,"{""Complication"": 67, ""Prognosis"": 1}",,心力衰竭；心律失常；心脏压塞；感染性心内膜炎；猝死；脑卒中；预后不良,,疑似跨章节噪声，需人工抽样确认
心脏性猝死,,,,treatment,not_in_d6_slot_audit,36,0,36,11,0,"{""Procedure"": 25, ""TreatmentPlan"": 8, ""Medication"": 3}",,复律治疗；射频消融术；心脏再同步治疗；心脏移植；植入式心律转复除颤器；硝酸酯类药物；经皮冠状动脉介入治疗；胺碘酮；药物治疗；血运重建；起搏器植入,,疑似跨章节噪声，需人工抽样确认
心脏骤停,,,,classification_risk,not_in_d6_slot_audit,1,0,1,1,0,"{""RiskStratification"": 1}",,危险分层,,疑似跨章节噪声，需人工抽样确认
心脏骤停,,,,clinical_manifestation,not_in_d6_slot_audit,26,0,26,14,0,"{""Symptom"": 12, ""Sign"": 14}",,乏力；休克；低血压；发绀；呼吸困难；心动过缓；心动过速；心悸；心脏扩大；恶心呕吐；晕厥；水肿；胸痛；高血压,,疑似跨章节噪声，需人工抽样确认
心脏骤停,,,,diagnosis_differential,not_in_d6_slot_audit,6,0,6,2,0,"{""DiagnosisCriteria"": 2, ""DifferentialDiagnosis"": 4}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
心脏骤停,,,,etiology_pathogenesis,not_in_d6_slot_audit,13,0,13,7,0,"{""RiskFactor"": 10, ""Pathophysiology"": 2, ""Etiology"": 1}",,创伤；动脉粥样硬化；家族史；心肌缺血；感染；手术；糖尿病,,疑似跨章节噪声，需人工抽样确认
心脏骤停,,,,exam_lab,not_in_d6_slot_audit,13,0,13,6,0,"{""Exam"": 9, ""LabTest"": 4}",,冠状动脉造影；动态心电图；动脉血气分析；心电图；心肌肌钙蛋白；超声心动图,,疑似跨章节噪声，需人工抽样确认
心脏骤停,,,,follow_up_prognosis,not_in_d6_slot_audit,28,0,28,5,0,"{""Complication"": 26, ""Prognosis"": 2}",,心力衰竭；心律失常；心脏压塞；猝死；预后不良,,疑似跨章节噪声，需人工抽样确认
心脏骤停,,,,treatment,not_in_d6_slot_audit,23,0,23,12,0,"{""Procedure"": 10, ""TreatmentPlan"": 9, ""Medication"": 4}",,利尿剂；复律治疗；射频消融术；心脏再同步治疗；心脏移植；抗凝治疗；植入式心律转复除颤器；氧疗；胺碘酮；药物治疗；起搏器植入；钙通道阻滞剂,,疑似跨章节噪声，需人工抽样确认
心血管神经症,第三篇循环系统疾病,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,12,0,12,10,0,"{""Symptom"": 9, ""Sign"": 3}",,乏力；出汗；呼吸困难；头晕；心动过速；心悸；心脏杂音；胸痛；胸闷；高血压,,疑似跨章节噪声，需人工抽样确认
心血管神经症,第三篇循环系统疾病,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,source_not_cover,1,0,1,1,0,"{""DifferentialDiagnosis"": 1}",,鉴别诊断,,疑似跨章节噪声，需人工抽样确认
心血管神经症,第三篇循环系统疾病,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,not_applicable_or_not_detected,4,0,4,4,0,"{""Etiology"": 3, ""RiskFactor"": 1}",,动脉粥样硬化；吸烟；炎症；遗传因素,,疑似跨章节噪声，需人工抽样确认
心血管神经症,第三篇循环系统疾病,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,2,0,2,2,0,"{""Exam"": 1, ""LabTest"": 1}",,心电图；血脂检查,,疑似跨章节噪声，需人工抽样确认
心血管神经症,第三篇循环系统疾病,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,2,0,2,2,0,"{""Complication"": 2}",,心力衰竭；心律失常,,疑似跨章节噪声，需人工抽样确认
心血管神经症,第三篇循环系统疾病,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,2,0,2,2,0,"{""TreatmentPlan"": 2}",,氧疗；药物治疗,,疑似跨章节噪声，需人工抽样确认
急性冠脉综合征,,,,classification_risk,not_in_d6_slot_audit,2,0,2,1,0,"{""RiskStratification"": 2}",,危险分层,,疑似跨章节噪声，需人工抽样确认
急性冠脉综合征,,,,clinical_manifestation,not_in_d6_slot_audit,61,0,61,21,0,"{""Symptom"": 17, ""Sign"": 44}",,休克；低血压；出汗；发热；呼吸困难；咳嗽；夜间阵发性呼吸困难；头晕；奔马律；心动过缓；心动过速；心脏杂音；恶心呕吐；水肿；端坐呼吸；第三心音；肺部啰音；胸痛；胸闷；颈静脉怒张,,疑似跨章节噪声，需人工抽样确认
急性冠脉综合征,,,,diagnosis_differential,not_in_d6_slot_audit,20,0,20,2,0,"{""DifferentialDiagnosis"": 15, ""DiagnosisCriteria"": 5}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
急性冠脉综合征,,,,etiology_pathogenesis,not_in_d6_slot_audit,42,0,42,10,0,"{""Pathophysiology"": 11, ""RiskFactor"": 23, ""Etiology"": 8}",,动脉粥样硬化；右心负荷增加；吸烟；家族史；心肌缺血；感染；手术；糖尿病；肥胖；肿瘤,,疑似跨章节噪声，需人工抽样确认
急性冠脉综合征,,,,exam_lab,not_in_d6_slot_audit,46,0,46,14,0,"{""Exam"": 25, ""LabTest"": 21}",,CT检查；冠状动脉造影；动脉血气分析；心电图；心肌肌钙蛋白；红细胞沉降率；肾功能；胸部X线检查；脑钠肽；血常规；血管超声；血糖；血脂检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
急性冠脉综合征,,,,follow_up_prognosis,not_in_d6_slot_audit,46,0,46,8,0,"{""Complication"": 45, ""Prognosis"": 1}",,出血；心力衰竭；心律失常；心脏压塞；猝死；肺栓塞；脑卒中；预后良好,,疑似跨章节噪声，需人工抽样确认
急性冠脉综合征,,,,treatment,not_in_d6_slot_audit,40,0,40,18,0,"{""TreatmentPlan"": 19, ""Procedure"": 12, ""Medication"": 9}",,一般治疗；他汀类药物；冠状动脉旁路移植术；复律治疗；心包穿刺；心脏再同步治疗；抗凝治疗；抗血小板药物；氧疗；溶栓治疗；硝酸酯类药物；经皮冠状动脉介入治疗；药物治疗；血管紧张素Ⅱ受体拮抗剂；血管紧张素转换酶抑制剂；血运重建；起搏器植入；钙通道阻滞剂,,疑似跨章节噪声，需人工抽样确认
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,32,0,32,15,0,"{""Sign"": 19, ""Symptom"": 13}",,下肢疼痛；乏力；休克；低血压；出汗；发热；头晕；心动过缓；心动过速；心悸；恶心呕吐；水肿；濒死感；胸闷；高血压,,疑似跨章节噪声，需人工抽样确认
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,1,0,1,1,0,"{""DifferentialDiagnosis"": 1}",,鉴别诊断,,疑似跨章节噪声，需人工抽样确认
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,10,0,10,5,0,"{""RiskFactor"": 9, ""Etiology"": 1}",,创伤；动脉粥样硬化；手术；糖尿病；肥胖,,疑似跨章节噪声，需人工抽样确认
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,10,0,10,5,0,"{""Exam"": 1, ""LabTest"": 9}",,红细胞沉降率；肾功能；血糖；血脂检查；超声心动图,,疑似跨章节噪声，需人工抽样确认
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,follow_up_prognosis,not_in_d6_slot_audit,18,0,18,6,0,"{""Complication"": 17, ""Prognosis"": 1}",,出血；心力衰竭；心律失常；肺栓塞；脑卒中；预后不良,,疑似跨章节噪声，需人工抽样确认
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,20,0,20,12,0,"{""TreatmentPlan"": 7, ""Medication"": 11, ""Procedure"": 2}",,利尿剂；复律治疗；射频消融术；抗凝治疗；抗凝药物；控制心室率；硝酸酯类药物；胺碘酮；药物治疗；血管紧张素Ⅱ受体拮抗剂；血管紧张素转换酶抑制剂；钙通道阻滞剂,,疑似跨章节噪声，需人工抽样确认
急性心包炎,心包疾病,disease_or_topic,source_covered_ready,clinical_manifestation,candidate_present,26,0,26,12,0,"{""Sign"": 7, ""Symptom"": 19}",,乏力；休克；出汗；发热；呼吸困难；咳嗽；心悸；晕厥；水肿；胸痛；胸闷；高血压,,疑似跨章节噪声，需人工抽样确认
急性心包炎,心包疾病,disease_or_topic,source_covered_ready,diagnosis_differential,candidate_present,8,0,8,2,0,"{""DifferentialDiagnosis"": 6, ""DiagnosisCriteria"": 2}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
急性心包炎,心包疾病,disease_or_topic,source_covered_ready,etiology_pathogenesis,candidate_present,20,0,20,8,0,"{""Pathophysiology"": 2, ""RiskFactor"": 15, ""Etiology"": 3}",,右心负荷增加；心肌缺血；感染；手术；炎症；糖尿病；肿瘤；长期卧床,,疑似跨章节噪声，需人工抽样确认
急性心包炎,心包疾病,disease_or_topic,source_covered_ready,exam_lab,candidate_present,23,0,23,8,0,"{""Exam"": 14, ""LabTest"": 9}",,CT检查；C反应蛋白；心电图；心肌肌钙蛋白；红细胞沉降率；肾功能；血常规；超声心动图,,疑似跨章节噪声，需人工抽样确认
急性心包炎,心包疾病,disease_or_topic,source_covered_ready,follow_up_prognosis,not_in_d6_slot_audit,8,0,8,7,0,"{""Complication"": 6, ""Prognosis"": 2}",,出血；心力衰竭；心律失常；心脏压塞；肺栓塞；预后不良；预后良好,,疑似跨章节噪声，需人工抽样确认
急性心包炎,心包疾病,disease_or_topic,source_covered_ready,treatment,candidate_present,1,0,1,1,0,"{""Medication"": 1}",,抗血小板药物,,疑似跨章节噪声，需人工抽样确认
急性心肌梗死,,,,classification_risk,not_in_d6_slot_audit,6,0,6,1,0,"{""RiskStratification"": 6}",,危险分层,,疑似跨章节噪声，需人工抽样确认
急性心肌梗死,,,,clinical_manifestation,not_in_d6_slot_audit,223,0,223,30,0,"{""Symptom"": 94, ""Sign"": 129}",,乏力；休克；低血压；出汗；劳力性呼吸困难；发热；发绀；呼吸困难；咯血；咳嗽；夜间阵发性呼吸困难；头晕；奔马律；心动过缓；心动过速；心悸；心脏扩大；心脏杂音；晕厥；水肿,,疑似跨章节噪声，需人工抽样确认
急性心肌梗死,,,,diagnosis_differential,not_in_d6_slot_audit,38,0,38,2,0,"{""DifferentialDiagnosis"": 31, ""DiagnosisCriteria"": 7}",,诊断标准；鉴别诊断,,疑似跨章节噪声，需人工抽样确认
急性心肌梗死,,,,etiology_pathogenesis,not_in_d6_slot_audit,121,0,121,16,0,"{""Etiology"": 20, ""RiskFactor"": 54, ""Pathophysiology"": 47}",,创伤；动脉粥样硬化；右心负荷增加；吸烟；心室重构；心肌缺血；感染；手术；深静脉血栓形成；炎症；糖尿病；肥胖；肿瘤；遗传因素；长期卧床；高脂血症,,疑似跨章节噪声，需人工抽样确认
