检查项,性质,业务编码,业务名称,说明,原始数据
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""房室交界性期前收缩（prematureatrioventricularjunctionalbeats）简称交界性期前收缩。其冲动起源于房室交界区，可前向和逆向传导，分别产生提前发生的QRS波与逆行P波；逆行P波可位于QRS波之前（PR间期＜0.12秒）、之中或之后（RP间期＜0.20秒）；QRS波形态正常（图3-3-13），当发生室内差异性传导时，QRS波形"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-20260709-EVID-7D9D8470D6E52EA9"", ""CARD-SKELETON-FULL-20260709-EVID-462D71C51800E3BA"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-5BFA1B578C6DE6DB""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""房室交界区组织在正常情况下不表现出自律性，称为潜在起搏点。下列情况时，潜在起搏点可成为主导起搏点：①由于窦房结发放冲动频率减慢，低于潜在起搏点的固有频率；②由于传导障碍，窦房结冲动不能抵达潜在起搏点部位，潜在起搏点自动除极产生逸搏。房室交界性逸搏（AVjunctionalescapebeats）的心电图表现为在长于正常PP间期的间歇后出现一个正常的QRS波，"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-20260709-EVID-AFE8FBF6968482BE"", ""CARD-SKELETON-20260709-EVID-BACKFILL-FCCCE148F901C9F0"", ""CARD-SKELETON-20260709-EVID-BACKFILL-33D11D6AF663536B""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【抗心律失常药物分类方法】（一）VaughanWilliams分类根据药物的电生理效应将抗心律失常药物分为四类"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-20260709-EVID-770B62216805EEA2"", ""CARD-SKELETON-20260709-EVID-BACKFILL-9E67E549B27FFD97"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-BA3F3ABC803A72E4""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""导管消融（catheterablation，CA）是将消融电极放置到与心律失常发生相关的心肌组织部位，采用能量（包括射频、冷冻、脉冲电场、激光和微波等）破坏心肌组织，改变该部位心肌自律性和传导性，从而达到治疗心律失常的目的。其中射频导管消融（radiofrequencycatheterablation，RFCA）技术自1989年应用于临床以来，是治疗快速型心"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-20260709-EVID-52B5DB94584D4B7A"", ""CARD-SKELETON-20260709-EVID-BACKFILL-9AC67BC04E522476"", ""CARD-SKELETON-20260709-EVID-BACKFILL-ACCA70A8267A1039""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【心电图特征】心电图特征包括：①P波消失，代之以小而不规则的基线波动，形态与振幅均变化不定，称为f波；频率为350～600次/分。②心室率极不规则。③QRS波形态通常正常，当心室率过快，发生室内差异性传导，QRS波增宽变形（图3-3-12）。"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-20260709-EVID-C4-ACD552B5AE30E2E7"", ""CARD-SKELETON-20260709-EVID-C4-D0F51BC6521E5B0B"", ""CARD-SKELETON-20260709-EVID-C4-155527F565F81B27""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""房室交界性期前收缩（prematureatrioventricularjunctionalbeats）简称交界性期前收缩。其冲动起源于房室交界区，可前向和逆向传导，分别产生提前发生的QRS波与逆行P波；逆行P波可位于QRS波之前（PR间期＜0.12秒）、之中或之后（RP间期＜0.20秒）；QRS波形态正常（图3-3-13），当发生室内差异性传导时，QRS波形"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-20260709-EVID-C4-CCFDAC8C70051D27"", ""CARD-SKELETON-20260709-EVID-C4-AB496176673124DD"", ""CARD-SKELETON-20260709-EVID-C4-C4E52E7BDC638D16""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""本病预后随病变部位、程度、血管狭窄发展速度、受累器官受损情况和有无并发症而不同"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-8093C8723DCD490A"", ""CARD-SKELETON-FULL-20260709-EVID-DDB7AE8D867EF2D3"", ""CARD-SKELETON-FULL-20260709-EVID-24C6577E2B4EA0CC""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""稳定型心绞痛病人大多数能生存很多年"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-A8ED2B4E6D15977B"", ""CARD-SKELETON-FULL-20260709-EVID-C9A0F9877FA38635"", ""CARD-SKELETON-FULL-20260709-EVID-080404B8E14BA654""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""与梗死范围大小、侧支循环产生情况以及治疗是否及时等有关"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-0B7221C8CB516E2A"", ""CARD-SKELETON-FULL-20260709-EVID-4F87E56A031DDB26"", ""CARD-SKELETON-FULL-20260709-EVID-D368CF1562975037""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""死亡原因常为心力衰竭"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-1BFF14120D23C325"", ""CARD-SKELETON-FULL-20260709-EVID-34C5355301B74EC6"", ""CARD-SKELETON-FULL-20260709-EVID-4FC9A047E62343B4""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""为先天性心脏病后期已失去手术治疗机会"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-37C0525AD7DDEA49"", ""CARD-SKELETON-FULL-20260709-EVID-F28CA62D7CEDC05D"", ""CARD-SKELETON-FULL-20260709-EVID-9BEF692351CFC5C5""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""无症状者的存活率与正常群体相似"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-138004CFF6DC46DF"", ""CARD-SKELETON-FULL-20260709-EVID-C492018F162534CF"", ""CARD-SKELETON-FULL-20260709-EVID-7069A3E66FDD54CC""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""急性重度主动脉瓣反流如不及时手术治疗"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-8D934E1BAAF0F393"", ""CARD-SKELETON-FULL-20260709-EVID-98F53546843A9DC0"", ""CARD-SKELETON-FULL-20260709-EVID-2E302CF20747A703""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""二尖瓣狭窄出现症状"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-E0E8C5DE358EFC29"", ""CARD-SKELETON-FULL-20260709-EVID-A6BF9CF26FCCDB64"", ""CARD-SKELETON-FULL-20260709-EVID-E4F1FE8FA6140400""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""由各种乳头肌、腱索及瓣叶异常造成的急性严重二尖瓣反流伴血流动力学不稳定者"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-0A293693855960C3"", ""CARD-SKELETON-FULL-20260709-EVID-E37B7989160CDAB1"", ""CARD-SKELETON-FULL-20260709-EVID-BB076BEBE14F9A59""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""急性心包炎的预后取决于病因"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-DAB2331B2DB8F98B"", ""CARD-SKELETON-FULL-20260709-EVID-BB75686283EC1A53"", ""CARD-SKELETON-FULL-20260709-EVID-35592965C26C1F3A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""不同病因导致的心包积液预后不同"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-19C63CFFDBCB6F1D"", ""CARD-SKELETON-FULL-20260709-EVID-0DFCB977DA12BF9E"", ""CARD-SKELETON-FULL-20260709-EVID-7A11A1FB90263820""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""如能及早进行心包的彻底剥离手术"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-59CBEA2D75FD8D93"", ""CARD-SKELETON-FULL-20260709-EVID-C00E34CD6431E164"", ""CARD-SKELETON-FULL-20260709-EVID-34F031B3CBAD22F4""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""预防IE的最有效措施是良好的口腔卫生习惯和定期的牙科检查"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-A0CF0AF0CB46DF6D"", ""CARD-SKELETON-FULL-20260709-EVID-ACA6D20EF1241C65"", ""CARD-SKELETON-FULL-20260709-EVID-088EBB3CDA60A58D""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""本病的预后与同时并存的冠心病、脑血管疾病密切相关"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-FA0DE436693F6D6D"", ""CARD-SKELETON-FULL-20260709-EVID-BF6A9DD69A7DC253"", ""CARD-SKELETON-FULL-20260709-EVID-5C2B4ECDAA5DC1B5""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""（一）静脉血栓栓塞症肿瘤相关静脉血栓栓塞症（VTE）包括深静脉血栓形成、肺栓塞和中心静脉导管相关血栓形成。肿瘤病人VTE的发生率可高达20%，同时也是肿瘤病人外科手术后最常见的死因之一。其发生与肿瘤类型、部分肿瘤治疗药物及病人本身的血栓危险因素如高龄、卧床、肥胖、感染等相关。VTE发生率较高的肿瘤包括：脑肿瘤、胰腺癌、胃癌、肺癌、肾癌、淋巴瘤及骨髓瘤。肿瘤通"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-B80AB22599D91DD3"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-12EE156D252EDF09"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-AF983B146FB4D36A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心肌炎（myocarditis）是指感染和非感染性心肌炎性疾病。感染性病原多为病毒，少数是细菌、真菌、立克次体、螺旋体、原虫等；非感染性病因包括理化、药物、过敏、免疫等。病毒性心肌炎（viralmyocarditis，VM）是嗜心肌病毒感染引起的心肌炎症损伤。本节重点介绍VM。【病因】嗜心肌病毒主要包括胃肠道病毒如柯萨奇病毒B3、埃可病毒、脊髓灰质炎病毒等，"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-D69E4F41987E0839"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-52D7D7F1F5E5FDB7"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-BB22BB69E9008029""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""器质性心血管疾病病人可能合并心理精神问题，临床医生需要注意识别，需重视精神心理问题混淆对器质性心脏病严重程度的评估。【治疗】心血管神经症以心理治疗为主，药物治疗为辅。首先应耐心倾听病史，了解可能的发病原因和有关因素，进行仔细的体格检查和必要的实验室检查。需通过通俗易懂地讲解疾病性质，并可用一些暗示性语言帮助病人解除顾虑。积极鼓励病人调整心态，安排好作息时间，"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-5E64AD586876B2A2"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-F7781899561D0452"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-B4C55E19F18BAE39""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""本章数字资源感染性心内膜炎（infectiveendocarditis，IE）是指病原体循血行途径或直接感染心瓣膜、心内膜或邻近大血管内膜所致的感染性疾病，感染最常累及瓣膜，常伴赘生物形成、局部结构与功能受损、终末器官感染性栓塞及全身炎症反应。近年来，IE的发病率呈增长态势，这与老年退行性瓣膜病、心脏器械植入、医疗操作、静脉药物成瘾者等增多有关。我国尚无确切"", ""duplicate_count"": 3, ""codes"": [""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-0CBCA1D78C3860E7"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-AE4A765C79675608"", ""CARD-SKELETON-FULL-20260709-EVID-BACKFILL-DD7DF944211BF6BF""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""下肢动脉硬化闭塞症是动脉粥样硬化累及下肢动脉导致动脉狭窄或闭塞而引起肢体缺血症状的慢性疾病，是全身动脉硬化性疾病在下肢的表现。"", ""duplicate_count"": 2, ""codes"": [""EVD-CARD-FOUND-00498"", ""CARD-SKELETON-FULL-20260709-EVID-5CB8FD1D01EAD290""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心力衰竭（heartfailure，HF）是各种原因导致的心脏结构和/或功能异常，使心脏出现收缩和/或充盈障碍，在静息或运动时心排血量下降或心腔内压力增高而引起的一组复杂临床综合征，主要表现为活动耐量下降和液体潴留。心功能不全（cardiacdysfunction）是一个更广泛的概念，伴有临床症状的心功能不全称之为心力衰竭（简称心衰）。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-F69C7EE031AF3FAC"", ""CARD-SKELETON-FULL-20260709-EVID-5F444721EFBE5EE5""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""（一）按发生的部位分类左心室代偿功能不全所致为左心衰竭"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-47C515380CC96C9D"", ""CARD-SKELETON-FULL-20260709-EVID-226E460930A16893""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""正常窦性心律的冲动起源于窦房结，频率为60～100次/分。心电图显示窦性心律的P波在Ⅰ、Ⅱ、aVF导联直立，aVR导联倒置；PR间期为0.12～0.20秒。窦性心律失常是由于窦房结冲动发放频率的异常或窦性冲动向心房的传导受阻所导致的心律失常。根据心电图及临床表现分为窦性心动过速、窦性心动过缓、窦性停搏、窦房传导阻滞以及病态窦房结综合征。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-12C3F899EE100558"", ""CARD-SKELETON-FULL-20260709-EVID-65E3EB9C722DD7FC""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""病态窦房结综合征（sicksinussyndrome，SSS）简称病窦综合征，是由窦房结病变导致功能减退，产生多种心律失常的综合表现。病人可在不同时间出现一种以上的心律失常，常同时合并心房自律性异常，部分病人同时有房室传导功能障碍。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-FF95C308EB38E46E"", ""CARD-SKELETON-FULL-20260709-EVID-78949925460FF46A""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""房性期前收缩（prematureatrialbeats），也称房性早搏，简称房早，是指起源于窦房结以外心房的任何部位的心房激动，是临床上常见的心律失常。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-C3A949098F4E969B"", ""CARD-SKELETON-FULL-20260709-EVID-CF234A5A01CEABEB""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""房性心动过速（atrialtachycardia）简称房速，指起源于心房且无需房室结参与维持的心动过速。发生机制包括自律性增加、折返与触发活动。根据起源点不同，分为局灶性房性心动过速（focalatrialtachycardia）和多源性房性心动过速（multifocalatrialtachycardia），后者也称为紊乱性房性心动过速（chaoticatr"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-12B829981E43696F"", ""CARD-SKELETON-FULL-20260709-EVID-8A53EAB5DCAA237D""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""1.药物治疗减慢心室率的药物包括β受体拮抗剂、非二氢吡啶类钙通道阻滞剂（维拉帕米、地尔硫草）或洋地黄类药物（地高辛、毛花苷丙）。转复房扑并预防复发的药物主要是Ⅲ类（伊布利特、多非利特和胺碘酮）抗心律失常药，伊布利特用于新发房扑复律治疗，禁用于严重器质性心脏病、QT间期延长和窦房结功能障碍者；多非利特亦可选用。长期维持窦性心律可选用胺碘酮、多非利特或索他洛尔等"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-C89F65F1B8DCCF0E"", ""CARD-SKELETON-FULL-20260709-EVID-945877C4A2BA02EF""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""室性期前收缩（prematureventricularbeat）也称室性早搏，简称室早，是一种最常见的心律失常，指希氏束以下部位心室兴奋灶提前除极而产生的过早搏动。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-EEF9F1FE945CFF14"", ""CARD-SKELETON-FULL-20260709-EVID-EBC1E104F0ED5E78""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""室性心动过速（ventriculartachycardia，VT）简称室速，是起源于希氏束以下的特殊传导系统或者心室肌的连续3个或3个以上的异位心搏。及时正确地判断和治疗室速具有非常重要的临床意义。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-9B2F21646F6D62DD"", ""CARD-SKELETON-FULL-20260709-EVID-A170410AF10435D5""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""心脏传导阻滞（heartconductionblock）是由心脏传导系统的解剖或功能失常造成的永久性或暂时性冲动传导障碍，可发生于心脏传导系统的任何水平。如发生在窦房结与心房之间，称窦房传导阻滞，心房与心室之间称房室传导阻滞，心室内称室内传导阻滞。窦房传导阻滞已在本章第二节叙述。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-ABD64F3F22242020"", ""CARD-SKELETON-FULL-20260709-EVID-4EA119B60FD25DA9""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""滴，有T淋巴细胞浸润。Ⅲ型：斑块前期。细胞外出现较多脂滴，在内膜和中膜平滑肌层之间形成脂核，但尚未形成脂质池。Ⅳ型：粥样斑块。脂质积聚多，形成脂质池，内膜结构破坏，动脉壁变形。Ⅴ型：纤维粥样斑块。为动脉粥样硬化最具特征性病变，呈白色斑块突入动脉腔内引起管腔狭窄。斑块表面内膜被破坏而由增生的纤维膜（帽）覆盖于脂质池之上。病变可向中膜扩展，破坏管壁，并同时可有纤"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-1BB281BF37AE5797"", ""CARD-SKELETON-FULL-20260709-EVID-12AF6B6C301ECF24""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""冠状动脉粥样硬化性心脏病（coronaryatheroscleroticheartdisease）指冠状动脉（冠脉）发生粥样硬化引起管腔狭窄或闭塞，导致心肌缺血、缺氧或坏死而引起的心脏病，简称冠心病（coronaryarterydisease，CAD；或coronaryheartdisease，CHD），亦称缺血性心脏病（ischemicheartdisea"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-53CBB81E15BBD79E"", ""CARD-SKELETON-FULL-20260709-EVID-58D235F7E4B8E9D6""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""慢性冠状动脉综合征（CCS）最常见为慢性稳定型劳力性心绞痛和以心功能不全为主要表现的缺血性心肌病，部分处于渡过ACS后或行血运重建之后稳定期，有些则为无症状隐匿型冠心病。发生心肌缺血的主要原因是存在稳定的心外膜冠脉粥样硬化造成的固定狭窄，在某些因素导致心肌耗氧量增加的情况下诱发心肌急剧暂时性缺血缺氧；但冠脉痉挛或微血管病变的病人没有心外膜血管固定狭窄临床上亦"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-D6EAFD139DD4F1DC"", ""CARD-SKELETON-FULL-20260709-EVID-D093233FE1AD04CA""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""稳定型心绞痛（stableanginapectoris）也称劳力性心绞痛。其特点为阵发性的前胸部压榨性疼痛或憋闷感觉，主要位于胸骨后部，可放射至心前区和左上肢尺侧，常发生于劳力负荷增加时，持续数分钟，休息或服用硝酸酯制剂后疼痛消失。疼痛发作的程度、频度、持续时间、性质及诱发因素等在数月内无明显变化。"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-48353A7C6F4F5BAC"", ""CARD-SKELETON-FULL-20260709-EVID-25BF47F318C2C468""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""（一）症状心绞痛以发作性胸痛为主要临床表现，疼痛特点为：1.诱因常见诱因包括体力劳动或情绪激动（如愤怒、焦急、过度兴奋等），饱食、寒冷、吸烟、心动过速、休克等亦可诱发。疼痛多发生于劳力或激动的当时，而不在劳累之后。典型稳定型心绞痛常在相似的条件下重复发生。2.部位主要在胸骨体后，可波及心前区，手掌大小范围，也可横贯前胸，界限不清。常放射至左肩、左臂内侧达无名"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-3AA2EA9EAC11A156"", ""CARD-SKELETON-FULL-20260709-EVID-4A80069491C223C7""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""（一）实验室检查血糖、血脂检查可了解冠心病危险因素；胸痛明显者需查血清心肌损伤标志物，包括心肌肌钙蛋白I或T、肌酸激酶（CK）及同工酶（CK-MB），据此与ACS相鉴别；氨基末端脑钠肽前体（NT-proBNP）可了解病人心功能状态；血常规可了解有无贫血；必要时检查甲状腺功能。（二）心电图（ECG）检查1.静息时ECG约半数病人在正常范围，也可能有陈旧性心肌梗"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-873D59BE3DD0BE55"", ""CARD-SKELETON-FULL-20260709-EVID-2C126A261F69277E""]}"
证据原文重复,阻断,,,同一来源、同一页码、同一原文存在多个证据节点；按内容指纹识别，不按显示名称识别。,"{""source_name"": ""《内科学（第10版）》"", ""source_page"": """", ""evidence_excerpt"": ""【防治】明确诊断为隐匿型冠心病病人应使用药物治疗预防心肌梗死或死亡"", ""duplicate_count"": 2, ""codes"": [""CARD-SKELETON-20260709-EVID-6FEE324DFBEAC46E"", ""CARD-SKELETON-20260709-EVID-BACKFILL-BD9E1827DD1E5351""]}"
