疾病/章节,父级,层级,docx_start_para,docx_end_para,pdf_start_page_approx,skeleton_slot,骨架槽位中文,是否覆盖,命中关键词,证据强度,是否可直接用于CDSS,备注
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,classification,分类/分型,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,etiology,病因,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,epidemiology,流行病学,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,symptom,症状,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,sign,体征,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,exam,检查,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,differential_diagnosis,鉴别诊断,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,risk_stratification,危险分层/评分,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,treatment_plan,治疗方案,是,治疗；手术治疗；介入治疗,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,medication,药物,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,procedure,手术/操作,是,手术；介入,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,follow_up,随访,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,prognosis,预后,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,complication,并发症,是,心律失常,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第八节心律失常的介入治疗和手术治疗,第三章心律失常,节,4748,4749,221,prevention,预防/健康教育,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,definition,定义/概述,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,classification,分类/分型,是,分为,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,etiology,病因,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,epidemiology,流行病学,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,symptom,症状,是,水肿,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,sign,体征,是,水肿；血压,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,exam,检查,是,检查；心电图；超声心动图,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,differential_diagnosis,鉴别诊断,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,risk_stratification,危险分层/评分,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,treatment_principle,治疗原则,是,原则是,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,treatment_plan,治疗方案,是,治疗；药物治疗；起搏,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,medication,药物,是,药物；抗凝,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,procedure,手术/操作,是,起搏器；除颤；电复律,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,follow_up,随访,是,监测,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,prognosis,预后,是,复发,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,complication,并发症,是,并发症；心力衰竭；栓塞；心律失常,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
一、心脏电复律与电除颤,第八节心律失常的介入治疗和手术治疗,小节/疾病,4750,4778,221,prevention,预防/健康教育,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,definition,定义/概述,是,简称,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,classification,分类/分型,是,分为,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,etiology,病因,是,危险因素,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,epidemiology,流行病学,是,死亡率,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,symptom,症状,是,症状；心悸；晕厥,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,sign,体征,是,血压,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,exam,检查,是,检查；心电图,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,lab_test,检验,是,检验,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,differential_diagnosis,鉴别诊断,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,risk_stratification,危险分层/评分,是,危险因素,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,treatment_plan,治疗方案,是,治疗；药物治疗；血运重建；消融；起搏,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,medication,药物,是,药物；β受体拮抗剂,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,procedure,手术/操作,是,消融；起搏器；ICD；CRT；除颤,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,follow_up,随访,是,随访；监测,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,prognosis,预后,是,死亡,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,complication,并发症,是,猝死；心力衰竭；心律失常,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
二、心血管植入型电子器械,第八节心律失常的介入治疗和手术治疗,小节/疾病,4779,4832,221,prevention,预防/健康教育,是,预防；运动,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,definition,定义/概述,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,classification,分类/分型,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,etiology,病因,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,pathogenesis,发病机制/病理生理,是,发病机制,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,epidemiology,流行病学,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,symptom,症状,是,症状,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,sign,体征,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,exam,检查,是,检查,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,differential_diagnosis,鉴别诊断,是,鉴别,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,risk_stratification,危险分层/评分,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,treatment_plan,治疗方案,是,治疗；药物治疗；消融,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,medication,药物,是,药物,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,procedure,手术/操作,是,消融,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,follow_up,随访,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,prognosis,预后,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,complication,并发症,是,并发症；心律失常,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
三、导管消融,第八节心律失常的介入治疗和手术治疗,小节/疾病,4833,4863,221,prevention,预防/健康教育,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,definition,定义/概述,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,classification,分类/分型,是,分为,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,etiology,病因,是,病因；危险因素,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,pathogenesis,发病机制/病理生理,是,【发病机制】；病理生理；发病机制；病理解剖,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,epidemiology,流行病学,是,流行病学；发病率,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,symptom,症状,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,sign,体征,是,血压,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,exam,检查,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,lab_test,检验,是,血脂,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,diagnostic_criteria,诊断标准,是,诊断成立,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,differential_diagnosis,鉴别诊断,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,risk_stratification,危险分层/评分,是,危险因素,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,treatment_plan,治疗方案,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,medication,药物,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,procedure,手术/操作,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,follow_up,随访,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,prognosis,预后,是,病死率,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,complication,并发症,是,出血,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第一节动脉粥样硬化,第三章心律失常,节,4864,4889,221,prevention,预防/健康教育,是,饮食,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,definition,定义/概述,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,classification,分类/分型,是,分为,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,etiology,病因,是,危险因素,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,pathogenesis,发病机制/病理生理,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,epidemiology,流行病学,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,symptom,症状,是,症状,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,sign,体征,是,血压,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,exam,检查,是,检查；心电图；超声心动图；X线；CT；造影；负荷试验,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,lab_test,检验,是,血脂；血糖,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,differential_diagnosis,鉴别诊断,是,鉴别诊断；鉴别；需与；相鉴别,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,risk_stratification,危险分层/评分,是,危险分层；危险因素,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,treatment_principle,治疗原则,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,treatment_plan,治疗方案,是,治疗；药物治疗；血运重建,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,medication,药物,是,药物；抗凝；抗血小板；他汀,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,procedure,手术/操作,是,手术；介入,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,follow_up,随访,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,prognosis,预后,是,预后,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,complication,并发症,是,并发症；心力衰竭；休克；栓塞；出血,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,第三篇循环系统疾病,章,4890,4942,258,prevention,预防/健康教育,是,预防；戒烟；限盐；运动,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,4943,4955,258,definition,定义/概述,是,概述；简称,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,4943,4955,258,classification,分类/分型,是,分型；临床分型；分为,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,4943,4955,258,etiology,病因,是,危险因素,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,4943,4955,258,pathogenesis,发病机制/病理生理,是,【发病机制】；病理生理；发病机制；病理解剖,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,4943,4955,258,epidemiology,流行病学,是,发病率,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,4943,4955,258,symptom,症状,是,症状；呼吸困难,关键词初筛-待原文精抽,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,4943,4955,258,sign,体征,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,4943,4955,258,exam,检查,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,4943,4955,258,lab_test,检验,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
第二节冠状动脉粥样硬化性心脏病概述,第四章动脉粥样硬化和冠状动脉粥样硬化性心脏病,节,4943,4955,258,diagnostic_criteria,诊断标准,否,,未覆盖/待补,否,本轮为教材骨架G1初筛矩阵，不等同于最终实体化完成
