疾病编码,疾病名称,推荐编码,推荐名称,动作名称,动作类型,主证据编码,主指南编码,主来源,页码,推荐等级,证据等级,冲突状态,裁决理由,裁决文本,链路缺口
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REC-CDSS-CAD-STEMI-01-01-ECG-TROP,疑似STEMI应优先完成心电图、肌钙蛋白和发病时间评估。,心肌损伤标志物；心电图,LabItem；ExamItem,EVD-209101805929DE8C4729-STEMI,SRC-DOC-99DE8941F1F5EDF3,STEMI CN 2019.pdf,3,Ⅰ,A,none,,已沉淀到推荐节点,
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REC-CDSS-CAD-STEMI-02-01-CONFIRM,持续ST段抬高或等效心电图表现合并急性心肌损伤支持STEMI诊断。,心肌损伤标志物,LabItem,EVD-EB89F9779A00919D51C4-STEMI,SRC-DOC-99DE8941F1F5EDF3,STEMI CN 2019.pdf,2,Ⅰ,B,none,,已沉淀到推荐节点,
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REC-CDSS-CAD-STEMI-03-01-PCI,STEMI且处于再灌注时间窗时，应优先评估急诊PCI可及性。,冠状动脉造影,ExamItem,EVD-656552BDE7ECDB150311-STEMI,SRC-DOC-99DE8941F1F5EDF3,STEMI CN 2019.pdf,4,Ⅰ,A,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REC-CDSS-CAD-STEMI-03-02-FIB-BLOCK,疑似主动脉夹层、活动性出血或重大出血风险未排除前，不得把溶栓作为可执行推荐。,STEMI溶栓禁忌阻断规则；溶栓治疗,ClinicalRule；TreatmentItem,EVD-EF6583F11208428D78F4-STEMI,SRC-DOC-866065446A7A5F65,2018 STEMI院前溶栓治疗中国专家共识.pdf,4,未分级/指南未显式标注,未分级/指南未显式标注,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REC-CDSS-CAD-STEMI-04-01-ANTITHROMBOTIC,STEMI治疗应明确抗血小板、P2Y12受体抑制剂和抗凝药物。,氢氯吡格雷片；替格瑞洛片；阿司匹林；普通肝素；低分子量肝素,Medication,EVD-BF217534ED86E20A9DAA-STEMI,SRC-DOC-955DCDB8BC81606E,STEMI CN 2019.pdf,5,Ⅱa,A,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,REC-CDSS-CAD-STEMI-05-01-FOLLOW,STEMI稳定后应落实他汀、β受体阻滞剂、抗栓延续和随访。,阿托伐他汀钙片；瑞舒伐他汀钙片；β受体阻滞剂；ST段抬高型心肌梗死随访方案,Medication；FollowUp,EVD-2E0A1554DC5CE6BE3BCA-STEMI,SRC-DOC-955DCDB8BC81606E,STEMI CN 2019.pdf,14,Ⅱa,C,none,,已沉淀到推荐节点,
DIS-CARD-CAD-UA,不稳定型心绞痛,REC-CDSS-CAD-UA-01-01-DIAG,不稳定型心绞痛需结合症状、心电图和肌钙蛋白排除NSTEMI。,心肌损伤标志物；心电图,LabItem；ExamItem,EVD-A98A92CD2291978A60B6-ACS,SRC-DOC-223D946BFCBBE084,NSTE-ACS CN 2024.pdf,3,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-CAD-UA,不稳定型心绞痛,REC-CDSS-CAD-UA-02-01-RISK,UA应按GRACE/TIMI及反复缺血症状评估风险。,不稳定型心绞痛风险分层,RiskStratification,EVD-8B86ACA930654F04D985-UA,SRC-DOC-223D946BFCBBE084,NSTE-ACS CN 2024.pdf,15,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-CAD-UA,不稳定型心绞痛,REC-CDSS-CAD-UA-03-01-TREAT,UA治疗应结合缺血风险和出血风险推荐抗血小板治疗，并对高危患者评估冠脉造影/PCI。,阿司匹林；冠状动脉造影；经皮冠状动脉介入治疗；不稳定型心绞痛随访方案,Medication；ExamItem；Procedure；FollowUp,EVD-A461939A6CD470240837-ACS,SRC-DOC-AFBC49A750345874,NSTE-ACS CN 2024.pdf,8,Ⅰ,A,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,REC-CDSS-CM-ABVC-01-01-DIAG,疑似ABVC应结合CMR、心电/动态心电图、双心室受累证据和基因检测确认诊断。,动态心电图；基因检测；心脏磁共振,ExamItem,EVD-372D6AE9E53CCA620998-ABVC,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,18,Ⅰ,B,none,,已沉淀到推荐节点,
DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,REC-CDSS-CM-ABVC-02-01-TREAT,ABVC应按致心律失常性心肌病谱系进行猝死风险分层、ICD评估和长期随访。,ACM谱系定期随访和猝死风险复评,FollowUp,EVD-FEC5483CB7E25D200A90-HCM,SRC-DOC-D67714E8DE3D47F1,中国心肌病综合管理指南2025.pdf,18,Ⅰ,B,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CM-ACM,致心律失常性心肌病,REC-CDSS-CM-ACM-01-01-DIAG,疑似致心律失常性心肌病应结合心电图、动态心电图、CMR和基因检测进行谱系分型。,心电图；心脏磁共振；基因检测；动态心电图,ExamItem,EVD-CF497DD49ED9FFA43088-ACM,SRC-DOC-372CA06E729E0563,中国心肌病综合管理指南2025.pdf,32,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-CM-ACM,致心律失常性心肌病,REC-CDSS-CM-ACM-02-01-RISK,ACM应进行猝死风险分层，必要时评估ICD，并避免高强度竞技运动。,动态心电图；植入式心律转复除颤器置入术,ExamItem；Procedure,EVD-E5A45091773F66A2C587-ACM,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,20,Ⅰ,B,none,,已沉淀到推荐节点,
DIS-CARD-CM-ACM,致心律失常性心肌病,REC-CDSS-CM-ACM-03-01-TREAT,ACM治疗应结合心律失常控制、ICD适应证、心衰治疗和定期随访复评。,ACM谱系定期随访和猝死风险复评,FollowUp,EVD-CF497DD49ED9FFA43088-ACM,SRC-DOC-D67714E8DE3D47F1,中国心肌病综合管理指南2025.pdf,20,Ⅰ,C,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,REC-CDSS-CM-ALVC-01-01-DIAG,疑似ALVC应结合CMR-LGE、心电/动态心电图和基因检测评估左室受累。,心脏磁共振；动态心电图；基因检测,ExamItem,EVD-CF497DD49ED9FFA43088-ACM,SRC-DOC-80984BC35C87AC53,中国心肌病综合管理指南2025.pdf,20,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,REC-CDSS-CM-ALVC-02-01-TREAT,ALVC应进行猝死风险复评，必要时评估ICD、抗心律失常治疗和心衰治疗。,致心律失常性左心室心肌病随访方案；胺碘酮,FollowUp；Medication,EVD-FEC5483CB7E25D200A90-HCM,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,20,Ⅰ,C,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CM-AMYLOID,淀粉样变心肌病,REC-CDSS-CM-AMYLOID-01-01-DIAG,疑似淀粉样变心肌病应结合超声、CMR、心脏生物标志物和必要时心肌活检进行诊断和分型。,超声心动图；经皮心内膜心肌活检术；心脏磁共振；心脏生物标志物检测,ExamItem；LabItem,EVD-FEBE918B1F5CEAC43613-AMYLOID,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,26,Ⅰ,B,none,,已沉淀到推荐节点,
DIS-CARD-CM-AMYLOID,淀粉样变心肌病,REC-CDSS-CM-AMYLOID-02-01-TREAT,淀粉样变心肌病应按分型进行病因治疗评估，并进行心衰管理和长期随访。,利尿剂；淀粉样变心肌病随访方案,Medication；FollowUp,EVD-B178764E739FF4AEEC19-AMYLOID,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,9,Ⅰ,C,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,REC-CDSS-CM-ARVC-01-01-DIAG,疑似ARVC应结合心电图、动态心电图、CMR、基因检测和诊断标准确认诊断。,基因检测；心脏磁共振；心电图；动态心电图,ExamItem,EVD-339944A5C77F49EF09A3-ARVC,SRC-DOC-D67714E8DE3D47F1,中国心肌病综合管理指南2025.pdf,20,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,REC-CDSS-CM-ARVC-02-01-TREAT,ARVC应进行猝死风险分层，必要时评估ICD、抗心律失常药物和长期随访。,致心律失常性右心室心肌病随访方案,FollowUp,EVD-339944A5C77F49EF09A3-ARVC,SRC-DOC-EE4059BC9FA37E66,中国心肌病综合管理指南2025.pdf,20,Ⅰ,C,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CM-ATRIAL,心房心肌病,REC-CDSS-CM-ATRIAL-01-01-DIAG,心房心肌病应结合房性心律失常、心房结构/功能异常和EHRA组织学分型框架进行评估。,动态心电图；超声心动图；心电图,ExamItem,EVD-28A6FE4B0E63BA664B7E-ATRIAL,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,29,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-CM-ATRIAL,心房心肌病,REC-CDSS-CM-ATRIAL-02-01-TREAT,心房心肌病合并房性心律失常时，应评估抗凝、心室率控制和长期随访。,心房心肌病随访方案,FollowUp,EVD-773C089A9E762740DADF-ATRIAL,SRC-DOC-CA7BFFBD6545C234,中国心肌病综合管理指南2025.pdf,29,Ⅰ,C,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CM-DCM,扩张型心肌病,REC-CDSS-CM-DCM-01-01-DIAG,疑似扩张型心肌病应结合超声心动图、心脏磁共振、LVEF和病因排查确认诊断。,冠状动脉造影；心脏磁共振；超声心动图,ExamItem,EVD-EFFD6C9338D2DA61242A-DCM,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,32,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-CM-DCM,扩张型心肌病,REC-CDSS-CM-DCM-02-02-DEVICE,DCM经规范治疗后仍有低LVEF或高危心律失常时，应评估ICD或心脏再同步治疗。,心电图；心脏再同步治疗装置植入术；动态心电图；植入式心律转复除颤器置入术,ExamItem；Procedure,EVD-B0515FA1A3738BD14769-DCM,SRC-DOC-65A62585E5B5B852,中国心肌病综合管理指南2025.pdf,16,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-CM-DCM,扩张型心肌病,REC-CDSS-CM-DCM-03-01-FOLLOW,DCM应定期复评心功能、心律失常、遗传风险和是否需要高级心衰治疗。,超声心动图；扩张型心肌病随访方案；心脏移植术；动态心电图；基因检测,ExamItem；FollowUp；Procedure,EVD-9D9366D42AA49B403F52-RCM,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,32,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-CM-FABRY,法布雷病心肌病,REC-CDSS-CM-FABRY-01-01-DIAG,疑似法布雷病心肌病应结合α-半乳糖苷酶A活性、基因检测、CMR和必要时心肌活检确认诊断。,心脏磁共振；基因检测；经皮心内膜心肌活检术,ExamItem,EVD-5EDB3F7B94CF24F5594F-FABRY,SRC-DOC-829A089219708BB6,中国心肌病综合管理指南2025.pdf,22,未分级/共识意见,未分级/共识证据,none,,已沉淀到推荐节点,
DIS-CARD-CM-FABRY,法布雷病心肌病,REC-CDSS-CM-FABRY-02-01-TREAT,法布雷病心肌病应评估酶替代治疗，并长期监测心脏结构、心律和功能。,法布雷病心肌病长期心脏随访,FollowUp,EVD-3FD202AC636B5671F2A3-FABRY,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,5,未分级/指南未显式标注,未分级/指南未显式标注,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-01-01-DIAG,疑似肥厚型心肌病应结合超声心动图、心脏磁共振、最大室壁厚度和家族史确认诊断。,心脏磁共振；基因检测；超声心动图,ExamItem,EVD-986C7CF16E3D3252DF80-HCM,SRC-DOC-6605420FFBDD9D1D,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,13,I,B,none,,已沉淀到推荐节点,
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-02-01-SCD-RISK,HCM确诊后应评估猝死风险并判断ICD适应证。,植入式心律转复除颤器置入术；动态心电图,Procedure；ExamItem,EVD-FEC5483CB7E25D200A90-HCM,SRC-DOC-6605420FFBDD9D1D,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,15,Ⅰ,B,none,,已沉淀到推荐节点,
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-03-02-SRT,药物治疗后仍有重度症状且存在显著LVOTO时，可评估室间隔切除术或酒精室间隔消融术。,酒精室间隔消融术；室间隔切除术,Procedure,EVD-98CDE2336CD2602F64A6-HCM,SRC-DOC-80984BC35C87AC53,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,16,Ⅱa,C,none,,已沉淀到推荐节点,
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-04-01-FOLLOW,HCM应定期复评症状、心电/动态心电图、影像学和家系风险。,肥厚型心肌病随访方案；心电图；心脏磁共振；超声心动图；动态心电图,FollowUp；ExamItem,EVD-FEC5483CB7E25D200A90-HCM,SRC-DOC-6605420FFBDD9D1D,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,15,Ⅰ,B,none,,已沉淀到推荐节点,
DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,REC-CDSS-CM-NDLVCM-01-01-DIAG,疑似非扩张型左心室心肌病应结合CMR-LGE、左室功能、心电/动态心电图和基因检测进行诊断。,心脏磁共振；动态心电图；基因检测,ExamItem,EVD-D16471CFF506DF276E32-RCM,SRC-DOC-D67714E8DE3D47F1,ESC指南：心肌病的管理2023.pdf,66,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,REC-CDSS-CM-NDLVCM-02-01-RISK,NDLVCM应长期复评表型、LGE、心律失常和猝死风险，必要时评估ICD。,植入式心律转复除颤器置入术；NDLVCM长期表型和猝死风险随访,Procedure；FollowUp,EVD-A656E5AC72927715A5A1-DCM,SRC-DOC-CA7BFFBD6545C234,ESC指南：心肌病的管理2023.pdf,66,未分级/指南未显式标注,未分级/指南未显式标注,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-CM-RCM,限制型心肌病,REC-CDSS-CM-RCM-01-01-DIAG,疑似限制型心肌病应结合超声、心脏磁共振和必要时心内膜心肌活检明确病因。,超声心动图；心脏磁共振；经皮心内膜心肌活检术,ExamItem,EVD-50CACACBE7159BAEE493-RCM,SRC-DOC-D67714E8DE3D47F1,中国心肌病综合管理指南2025.pdf,17,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-CM-RCM,限制型心肌病,REC-CDSS-CM-RCM-02-01-TREAT,RCM治疗应围绕病因治疗、容量控制、心律失常管理和必要时高级心衰治疗评估。,限制型心肌病随访方案,FollowUp,EVD-9D9366D42AA49B403F52-RCM,SRC-DOC-8917447CF08D5176,中国心肌病综合管理指南2025.pdf,32,Ⅰ,C,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-HF-AHF,急性心力衰竭,REC-CDSS-HF-HF-AHF-01-01-DIAG,疑似急性心力衰竭时，应结合心力衰竭诊断标准、急性心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,利钠肽；超声心动图,LabItem；ExamItem,EVD-604937B6EF62F7EE29D1-AHF,SRC-DOC-F0DDA79BAB227E88,中国心力衰竭诊断和治疗指南2024.pdf,20,Ⅱb,B,none,,已沉淀到推荐节点,
DIS-CARD-HF-AHF,急性心力衰竭,REC-CDSS-HF-HF-AHF-02-01-RISK,急性心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,利尿剂抵抗,Complication,EVD-D33B79AC036793E90BBD-HF,SRC-DOC-E2AE11B44F6F744B,中国心力衰竭诊断和治疗指南2024.pdf,20,Ⅱb,B,none,,已沉淀到推荐节点,
DIS-CARD-HF-AHF,急性心力衰竭,REC-CDSS-HF-HF-AHF-03-01-TREAT,急性心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择急性心力衰竭治疗方案、β受体阻滞剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂、血管紧张素转换酶抑制剂等。,β受体阻滞剂,Medication,EVD-D33B79AC036793E90BBD-HF,SRC-DOC-F0DDA79BAB227E88,心力衰竭药物治疗相关高钾血症防治专家共识2024.pdf,5,未分级/指南未显式标注,未分级/指南未显式标注,none,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,已具备推荐动作、证据和指南来源，按结构化链路进入正式推荐。,
DIS-CARD-HF-AHF,急性心力衰竭,REC-CDSS-HF-HF-AHF-04-01-FOLLOW,急性心力衰竭稳定期或治疗后，应按心力衰竭随访方案、急性心力衰竭随访方案、急性心力衰竭预后进行随访和复评。,急性心力衰竭随访方案；心力衰竭随访方案,FollowUp,EVD-0B3DF31570027ED63B5E-AHF,SRC-DOC-F0DDA79BAB227E88,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf,7,Ⅰ,A,none,,已沉淀到推荐节点,
DIS-CARD-HF-BIVENTRICULAR,全心衰竭,REC-CDSS-HF-HF-BIVENTRICULAR-01-01-DIAG,疑似全心衰竭时，应结合心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,利钠肽；超声心动图,LabItem；ExamItem,EVD-C3D617211B596CF0E5CE-HF,SRC-DOC-7476B9BFB2D92F3A,中国心力衰竭诊断和治疗指南2024.pdf,17,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-HF-BIVENTRICULAR,全心衰竭,REC-CDSS-HF-HF-BIVENTRICULAR-02-01-RISK,全心衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,利尿剂抵抗,Complication,EVD-F097B2E65B1AE7A76EF6-BIVENTRICULAR,SRC-DOC-F0DDA79BAB227E88,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf,2,未分级/共识意见,未分级/共识证据,none,,已沉淀到推荐节点,
DIS-CARD-HF-BIVENTRICULAR,全心衰竭,REC-CDSS-HF-HF-BIVENTRICULAR-04-01-FOLLOW,全心衰竭稳定期或治疗后，应按心力衰竭随访方案、全心衰竭预后进行随访和复评。,心力衰竭随访方案,FollowUp,EVD-0A7C5931A82DC7AF2B3A-BIVENTRICULAR,SRC-DOC-F0DDA79BAB227E88,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf,2,未分级/共识意见,未分级/共识证据,none,,已沉淀到推荐节点,
DIS-CARD-HF-CHF,慢性心力衰竭,REC-CDSS-HF-HF-CHF-01-01-DIAG,疑似慢性心力衰竭时，应结合心力衰竭诊断标准、慢性心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,超声心动图；利钠肽,ExamItem；LabItem,EVD-730F2D03C679B1096400-CHF,SRC-DOC-E2AE11B44F6F744B,中国心力衰竭诊断和治疗指南2024.pdf,6,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-HF-CHF,慢性心力衰竭,REC-CDSS-HF-HF-CHF-02-01-RISK,慢性心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,利尿剂抵抗,Complication,EVD-86EC3B3113DE4C6C6CDE-CHF,SRC-DOC-F0DDA79BAB227E88,慢性心力衰竭芪苈强心临床应用的专家共识2024.pdf,5,未分级/共识意见,未分级/共识证据,none,,已沉淀到推荐节点,
DIS-CARD-HF-CHF,慢性心力衰竭,REC-CDSS-HF-HF-CHF-04-01-FOLLOW,慢性心力衰竭稳定期或治疗后，应按心力衰竭随访方案、慢性心力衰竭随访方案、慢性心力衰竭预后进行随访和复评。,心力衰竭随访方案；慢性心力衰竭随访方案,FollowUp,EVD-730F2D03C679B1096400-CHF,SRC-DOC-C440C68F7BD2DFFB,中国心力衰竭诊断和治疗指南2024.pdf,6,Ⅰ,C,none,,已沉淀到推荐节点,
DIS-CARD-HF-DIALYSIS-CHF,透析患者慢性心力衰竭,REC-CDSS-HF-HF-DIALYSIS-CHF-01-01-DIAG,疑似透析患者慢性心力衰竭时，应结合心力衰竭诊断标准、透析患者慢性心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,利钠肽；超声心动图,LabItem；ExamItem,EVD-C7EFF9B64AA69B4A7F2C-HF,SRC-DOC-7476B9BFB2D92F3A,中国透析患者慢性心力衰竭管理指南 2022.pdf,6,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-HF-DIALYSIS-CHF,透析患者慢性心力衰竭,REC-CDSS-HF-HF-DIALYSIS-CHF-02-01-RISK,透析患者慢性心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,利尿剂抵抗,Complication,EVD-1B0F05AB400FADC30ACA-MI,SRC-DOC-F0DDA79BAB227E88,中国透析患者慢性心力衰竭管理指南 2022.pdf,9,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-HF-DIALYSIS-CHF,透析患者慢性心力衰竭,REC-CDSS-HF-HF-DIALYSIS-CHF-04-01-FOLLOW,透析患者慢性心力衰竭稳定期或治疗后，应按心力衰竭随访方案、透析患者慢性心力衰竭随访方案、透析患者慢性心力衰竭预后进行随访和复评。,透析患者慢性心力衰竭随访方案；心力衰竭随访方案,FollowUp,EVD-08DBB97D7CB39A1106D6-CHF,SRC-DOC-29490E0606CAC1D0,中国透析患者慢性心力衰竭管理指南 2022.pdf,6,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-HF-HFmrEF,射血分数轻度降低的心力衰竭,REC-CDSS-HF-HF-HFmrEF-01-01-DIAG,疑似射血分数轻度降低的心力衰竭时，应结合射血分数轻度降低的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,利钠肽；超声心动图,LabItem；ExamItem,EVD-E55BAAC5E705E556FDE1-HFmrEF,SRC-DOC-7476B9BFB2D92F3A,中国心力衰竭诊断和治疗指南2024.pdf,2,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-HF-HFmrEF,射血分数轻度降低的心力衰竭,REC-CDSS-HF-HF-HFmrEF-02-01-RISK,射血分数轻度降低的心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,利尿剂抵抗,Complication,EVD-FEF6BE8BE2DEC60A8576-HFmrEF,SRC-DOC-7476B9BFB2D92F3A,中国心力衰竭诊断和治疗指南2024.pdf,5,Ⅱa,C,none,,已沉淀到推荐节点,
DIS-CARD-HF-HFmrEF,射血分数轻度降低的心力衰竭,REC-CDSS-HF-HF-HFmrEF-04-01-FOLLOW,射血分数轻度降低的心力衰竭稳定期或治疗后，应按射血分数轻度降低的心力衰竭随访方案、心力衰竭随访方案、射血分数轻度降低的心力衰竭预后进行随访和复评。,心力衰竭随访方案；射血分数轻度降低的心力衰竭随访方案,FollowUp,EVD-CCCEA3D8BFD202DA0104-HFmrEF,SRC-DOC-E2AE11B44F6F744B,中国心力衰竭诊断和治疗指南2024.pdf,5,Ⅱa,C,none,,已沉淀到推荐节点,
DIS-CARD-HF-HFpEF,射血分数保留的心力衰竭,REC-CDSS-HF-HF-HFpEF-01-01-DIAG,疑似射血分数保留的心力衰竭时，应结合射血分数保留的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,超声心动图；利钠肽,ExamItem；LabItem,EVD-72B5D515FF970D85300B-HFpEF,SRC-DOC-E2AE11B44F6F744B,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,7,未分级/共识意见,未分级/共识证据,none,,已沉淀到推荐节点,
DIS-CARD-HF-HFpEF,射血分数保留的心力衰竭,REC-CDSS-HF-HF-HFpEF-02-01-RISK,射血分数保留的心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,利尿剂抵抗,Complication,EVD-98F1F8383E6558161C56-HFpEF,SRC-DOC-F0DDA79BAB227E88,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,10,未分级/共识意见,未分级/共识证据,none,,已沉淀到推荐节点,
DIS-CARD-HF-HFpEF,射血分数保留的心力衰竭,REC-CDSS-HF-HF-HFpEF-04-01-FOLLOW,射血分数保留的心力衰竭稳定期或治疗后，应按射血分数保留的心力衰竭随访方案、心力衰竭随访方案、射血分数保留的心力衰竭预后进行随访和复评。,射血分数保留的心力衰竭随访方案；心力衰竭随访方案,FollowUp,EVD-82C682D5D568267C134F-HFpEF,SRC-DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,7,未分级/共识意见,未分级/共识证据,none,,已沉淀到推荐节点,
DIS-CARD-HF-HFrEF,射血分数降低的心力衰竭,REC-CDSS-HF-HF-HFrEF-01-01-DIAG,疑似射血分数降低的心力衰竭时，应结合射血分数降低的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,利钠肽；超声心动图,LabItem；ExamItem,EVD-3892ED303719F6B13ED2-HFrEF,SRC-DOC-7476B9BFB2D92F3A,中国心力衰竭诊断和治疗指南2024.pdf,2,未分级/指南未显式标注,未分级/指南未显式标注,none,,已沉淀到推荐节点,
DIS-CARD-HF-HFrEF,射血分数降低的心力衰竭,REC-CDSS-HF-HF-HFrEF-02-01-RISK,射血分数降低的心力衰竭确诊或高度疑似后，应结合利尿剂抵抗进行风险分层和高危因素识别。,利尿剂抵抗,Complication,EVD-CCBD61092160836D45A8-HFrEF,SRC-DOC-7476B9BFB2D92F3A,中国心力衰竭诊断和治疗指南2024.pdf,25,Ⅱb,B,none,,已沉淀到推荐节点,
