disease_code,disease_name,node_code,node_name,entity_type,evidence_code,evidence_name,source_name,page,recommendation_level,evidence_level,matched_keywords,match_score,evidence_preview,candidate_count
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-B502521FE96130729F36-NSTEMI,《内科学（第10版）》.pdf 第278页证据（SEG-DOC-C0BB559FA2C8448A-278-GL-00138-NSTEMI）,,,,,"['血运重建', 'PCI', '冠状动脉介入', '旁路移植']",170,物作为首选，建议使用最大可耐受剂量。单用他汀类药物不能达标或不耐受者，可以联合使用胆固醇 吸收抑制剂，或PCSK9 抑制剂，如果病人基线LDL-C 水平较高，预估他汀类药物单药不能达标者，也 可起始就采用联合降脂方案。 5.  RAAS 抑制剂  长期应用RAAS 抑制剂（包括ACEI、ARB 或ARNI）能降低心血管事件发生 率，如果不存在低血压或其他已知的禁忌证，应该在24 小时内给予口服ACEI、ARB 或ARNI。 （四） 冠状动脉血运重建术 1.  经皮冠状动脉介入,5
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-DEEP-D41E326922E566,非ST段抬高型心肌梗死-经皮冠状动脉介入治疗-教材证据-7733-22E566,,,N/A,N/A,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入']",170,1. 经皮冠状动脉介入术 随着 PCI 技术的迅速发展，PCI 成为 UA/NSTEMI 病人血运重建的主要方式。根据 NSTE-ACS 心血管事件危险的紧迫程度以及相关并发症的严重程度，选择不同的侵入治疗策略（参见表 3-4-3）。符合任意一条极高危标准者，推荐发病 2 小时之内行紧急冠脉造影，根据造影结果决定血运重建方法，高危病人推荐早期侵入治疗策略，即发病 24 小时内行冠脉造影，中危病人推荐住院期间择期侵入治疗策略，一般 72 小时内行冠脉造影。对于无上述危险标准和症,5
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-200F2F27FE465C9FC404-ANGINA,经皮冠状动脉介入治疗指南（2025）.pdf 第4页证据（SEG-DOC-99DE8941F1F5EDF3-4-GL-00015-ANGINA）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', 'CABG', '开通闭塞']",190,稳定性冠心病患者冠状动脉血运重建方式即PCI或CABG 择，应依据本指南推荐，各级医院还需评价具体病变的复杂程度和                            在循环支持下行急诊PCI［4⁃5，7，12，66］（Ⅱa，A）；如发病 手术风险，并告知患者及家属、获得知情同意后实施手术；不能开                                         在12~24 h，即便病情稳定，也可考虑行冠状动脉造  展CABG的医院，应将适宜的高危患者转诊至,5
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-9026084AAFE2F2D35B98-ANGINA,经皮冠状动脉介入治疗指南（2025）.pdf 第4页证据（SEG-DOC-99DE8941F1F5EDF3-4-GL-00013-ANGINA）,,,,,"['血运重建', '再灌注', 'PCI', '介入治疗', '冠状动脉介入', 'CABG']",190,中心，    表2 稳定性冠心病患者冠状动脉血运重建（PCI或     或住院期间PCI；非高危者，建议转运至PCI CABG）策略推荐意见           住院期间或择期行PCI或CABG，或药物保守治疗。 PCI                                         CABG 推荐                      证据 推荐                            证据      三、急性ST 段抬高型心肌梗死（ST⁃,5
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-FA4569554EB9FAF02258-ANGINA,经皮冠状动脉介入治疗指南（2025）.pdf 第3页证据（SEG-DOC-99DE8941F1F5EDF3-3-GL-00010-ANGINA）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', 'CABG', '旁路移植']",190,建        NSTEMI 表1 稳定性冠心病患者血运重建（PCI或CABG）指征推荐意见  Press                                                推荐类别    证据水平                   血运重建（PCI或CABG）指征 针对预后 左主干显著狭窄>50%［1，48］                                   Ⅰ           A 前降支近段显著狭窄>70%［1，49］,5
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-38E61728955CF1291520-ANGINA,《内科学（第10版）》.pdf 第272页证据（SEG-DOC-C0BB559FA2C8448A-272-GL-00075-ANGINA）,,,,,"['血运重建', 'PCI', '介入治疗', 'CABG', '旁路移植']",180,义，如有缺血证据的病变（FFR 或QFR＜0.80）亦可考虑介入治疗。 （2）  冠状动脉旁路移植术（coronary artery bypass graft，CABG）：CABG 通过取病人自身的大隐静 脉、桡动脉作为旁路移植材料，一端吻合在主动脉，另一端吻合在病变冠脉段的远端；也可游离左内乳 动脉与病变前降支远端吻合，改善病变冠脉分布心肌的血流供应。术后明显改善心绞痛症状和提高 病人生活质量。相对来说，CABG 术创伤较大，虽然随手术技能及器械等方面的改进，成功率已大大 ,5
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-40F5D7067B2CF4C3EAA3-ANGINA,《内科学（第10版）》.pdf 第271页证据（SEG-DOC-C0BB559FA2C8448A-271-GL-00073-ANGINA）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', '旁路移植']",180,PCSK9 抑制剂的适应证包括杂合子家族性高胆 固醇血症或ASCVD 病人，在控制饮食和最大耐受剂量他汀类药物治疗下仍需进一步降低LDL-C 的 病人，常用药物有依洛尤单抗（皮下注射140mg，每2 周一次）、阿利西尤单抗（皮下注射75mg，每2 周 一次）和托莱西单抗（皮下注射150mg，每2 周一次）。英克司兰精准靶向降解肝脏PCSK9 mRNA，从 上游阻断PCSK9 蛋白合成，最长可每6 个月皮下注射一针。 降低TG 药物：应在严格改变生活方式的基础上，启动贝特类药物,5
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-CARD-DEEP-90953183C30875,稳定型心绞痛-降压治疗-教材证据-7517-C30875,,,N/A,N/A,"['降压治疗', '降压', '血压']",160,【预防】 对稳定型心绞痛除应用药物防止心绞痛再次发作外，还应从阻止或逆转粥样硬化病情进展、预防心肌梗死等方面综合考虑，以改善预后。ABCDE 方案指导二级预防有帮助：A. 抗血小板、抗心绞痛治疗和应用 ACEI/ARB；B. β受体拮抗剂和控制血压；C. 控制血脂和戒烟；D. 控制饮食和糖尿病治疗；E. 健康教育和运动。,5
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-CARD-FULLBOOK-90953183C30875,稳定型心绞痛-降压治疗-全书回捞证据-7517-C30875,,,N/A,N/A,"['降压治疗', '降压', '血压']",160,【预防】 对稳定型心绞痛除应用药物防止心绞痛再次发作外，还应从阻止或逆转粥样硬化病情进展、预防心肌梗死等方面综合考虑，以改善预后。ABCDE 方案指导二级预防有帮助：A. 抗血小板、抗心绞痛治疗和应用 ACEI/ARB；B. β受体拮抗剂和控制血压；C. 控制血脂和戒烟；D. 控制饮食和糖尿病治疗；E. 健康教育和运动。,5
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-4769796FE67A38BFC634-ANGINA,《内科学（第10版）》.pdf 第301页证据（SEG-DOC-C0BB559FA2C8448A-301-GL-00185-ANGINA）,,,,,"['降压', '血压', '高血压']",60,NSAIDs 引起水、钠潴留，增强对升压激素的血管收缩反应，可抵消除CCB 以外各种降压药的作 用。拟交感胺类药物具有激动α肾上腺素能活性作用，例如某些滴鼻液、抑制食欲的减肥药，长期使 用可升高血压或干扰降压药物作用。三环类抗抑郁药阻止交感神经末梢摄取利血平、可乐定等降压 药。环孢素刺激内皮素释放，增加肾血管阻力，减少水钠排泄。重组人促红细胞生成素可直接作用于 血管，升高周围血管阻力。口服避孕药和糖皮质激素也可拮抗降压药的作用。 5.  容量超负荷  钠摄入过多抵消降压药作用,5
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-6BE85679057B18B9CD7F-ANGINA,老年冠心病慢病管理指南_王杨淦.pdf 第8页证据（SEG-DOC-F0E1ED198C99B706-8-GL-00015-ANGINA）,,,,,"['降压', '血压', '高血压']",60,健康教育，提高患者对疾病的认识，指导患者改善生 冠心病稳定型心绞痛针刺治疗可选用穴位：内  活方式，从而提高患者的治疗依从性、降低再住院率 关、膻中、太渊、孔最。艾灸治疗可选用穴位：心俞、厥  并改善疾病预后 ［６４］，是冠心病治疗的重要环节。 阴俞、膻中、内关。穴位敷贴可选用穴位：内关、膻中、    健康教育应在入院治疗康复期间尽早进行，遵循 心俞，敷贴药物可选择活血止痛中药贴剂。       个性化原则，并鼓励患者家属共同参与。健康教育前 推拿联合中药治疗可改善患者胸闷、,5
DIS-CARD-CAD-STABLE-ANGINA,稳定型心绞痛,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,EVD-7D277475033F19F71D55-ANGINA,稳定性冠心病诊断与治疗指南 2018.pdf 第7页证据（SEG-DOC-63C1CE632EA42314-7-GL-00023-ANGINA）,,,,,"['降压', '血压', '高血压']",60,强烈推荐SCAD 患 者坚持日常体育锻炼和控制体重（Ⅰ，B）[109-110]。建    3.β受体阻滞剂：对心肌梗死后患者，β受体阻   议低脂饮食。药物治疗推荐以他汀类药物为主。 滞剂能显著降低30% 死亡和再发梗死风险[50]。对     二、血压管理 患者，琥珀酸美托洛  合并慢性心力衰竭的SCAD                     患者进行生活方式调整：控制                                 建议所有SCAD  尔、比索洛尔和卡维,5
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-9026084AAFE2F2D35B98-STEMI,经皮冠状动脉介入治疗指南（2025）.pdf 第4页证据（SEG-DOC-99DE8941F1F5EDF3-4-GL-00012-STEMI）,,,,,"['血运重建', '再灌注', 'PCI', '介入治疗', '冠状动脉介入', 'CABG']",190,中心，    表2 稳定性冠心病患者冠状动脉血运重建（PCI或     或住院期间PCI；非高危者，建议转运至PCI CABG）策略推荐意见           住院期间或择期行PCI或CABG，或药物保守治疗。 PCI                                         CABG 推荐                      证据 推荐                            证据      三、急性ST 段抬高型心肌梗死（ST⁃,5
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-0FD2E1A1C41C63483397-STEMI,经皮冠状动脉介入治疗指南（2025）.pdf 第5页证据（SEG-DOC-99DE8941F1F5EDF3-5-GL-00026-STEMI）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', 'CABG']",180,我国新近研究还显      STEMI 时，均应接受急诊冠状动脉造影，对有适应证的    示，急性冠脉综合征（acute coronary syndrome，ACS）            不可行或失败且有大                                                更大，能 患者行直接PCI。直接PCI                                患者运用IVUS 指导PCI 得到的支架MLA 面积心肌受累，或合并机械性,5
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-128E4B4199E04C7C8C9D-STEMI,冠心病双联抗血小板治疗中国专家共识.pdf 第12页证据（SEG-DOC-AFBC49A750345874-12-GL-00077-STEMI）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', 'CABG']",180,年龄<75 岁的STEMI 静脉溶栓患者，如缺血风险  Ⅱb    B                                       较高或后续拟行PCI，可考虑在溶栓48 h后在阿             指南的观点：在所有      司匹林基础上给予替格瑞洛（180                                                     mg负荷剂量，   本共识同意2020 年ESC                     ,5
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-317E0D621D7DDB2B47B3-STEMI,经皮冠状动脉介入治疗指南（2025）.pdf 第5页证据（SEG-DOC-99DE8941F1F5EDF3-5-GL-00022-STEMI）,,,,,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', 'CABG']",180,我国小样本RCT                                      是经典的冠状动脉                                                                          1. IVUS 和OCT 测定：IVUS 后早期实施PCI的患者30 d病死率与直接PCI患者                          腔内影像学检查方法，能对病变的性质、狭窄程度          段回落率明显提,5
DIS-CARD-CAD-STEMI,ST段抬高型心肌梗死,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-7A9A8693031576B17965-STEMI,【医脉通】2020心肌梗死后心力衰竭防治专家共识.pdf 第3页证据（SEG-DOC-F0DDA79BAB227E88-3-GL-00012-STEMI）,,,,,"['血运重建', 'PCI', '介入治疗', 'CABG', '旁路移植']",180,2 心肌梗死后心力衰竭的流行病学及预后                  vs. 17.9% vs. 12.7%） [2]。 预后方面，日本急性心梗登记研究发现，在接 要点2：心梗后心衰的流行病学及预后        受PCI 的STEMI 患者中，术后第一年再入院率为 (1) 国内外数据均显示，心梗后心衰的发生   4.4%，出院后第一年内发生心衰者的5 年累积全因 率呈上升趋势，2001 年7 月至2004 年7 月中国    死亡（36.3% vs. 10.1%）、心衰,5
DIS-CARD-CAD-UA,不稳定型心绞痛,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,EVD-CARD-FULLBOOK-9FFF127DAE6C54,不稳定型心绞痛-氧疗-全书回捞证据-7681-AE6C54,,,N/A,N/A,"['氧疗', '吸氧', '血氧', '氧饱和度', 'SaO2', '呼吸困难']",190,（二）一般治疗 病人应立即卧床休息，消除紧张情绪和顾虑，保持环境安静，可以应用小剂量镇静剂和抗焦虑药物，约半数病人通过上述处理可减轻或缓解心绞痛。对于有发绀、呼吸困难或其他高危表现的病人，应给予吸氧，监测血氧饱和度，维持 SaO2＞90%。同时积极处理可能引起心肌耗氧量增加的疾病。,5
DIS-CARD-CAD-UA,不稳定型心绞痛,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,EVD-8BCA027A72CA5FC2161E-UA,《内科学（第10版）》.pdf 第276页证据（SEG-DOC-C0BB559FA2C8448A-276-GL-00126-UA）,,,,,"['吸氧', '血氧', '氧饱和度', 'SaO2', '呼吸困难']",80,【治疗】 （一） 治疗原则  UA/NSTEMI 治疗有两个目的：即刻缓解缺血症状和预防严重不良后果（即死亡 或心肌梗死或再梗死）。治疗包括抗缺血、抗栓和根据危险度分层进行有创治疗。 对可疑UA 者的第一步关键性治疗就是在急诊室作出恰当的检查评估，按轻重缓急送至适当的 部门治疗，并立即开始抗栓和抗心肌缺血治疗；低危病人在急诊治疗观察后可进行运动试验，若结果 阴性，可考虑出院继续药物治疗。大部分UA 病人应入院治疗。对于进行性缺血且对初始药物治疗 反应差以及血流动力学不稳定的病,5
DIS-CARD-CAD-UA,不稳定型心绞痛,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,EVD-CARD-FULLBOOK-ABA77A8C28832D,不稳定型心绞痛-呼吸困难-全书回捞证据-7681-28832D,,,N/A,N/A,"['吸氧', '血氧', '氧饱和度', 'SaO2', '呼吸困难']",80,（二）一般治疗 病人应立即卧床休息，消除紧张情绪和顾虑，保持环境安静，可以应用小剂量镇静剂和抗焦虑药物，约半数病人通过上述处理可减轻或缓解心绞痛。对于有发绀、呼吸困难或其他高危表现的病人，应给予吸氧，监测血氧饱和度，维持 SaO2＞90%。同时积极处理可能引起心肌耗氧量增加的疾病。,5
DIS-CARD-CAD-UA,不稳定型心绞痛,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,EVD-CARD-FULLBOOK-D501FAD4BE13A1,不稳定型心绞痛-一般治疗-全书回捞证据-7681-BE13A1,,,N/A,N/A,"['吸氧', '血氧', '氧饱和度', 'SaO2', '呼吸困难']",80,（二）一般治疗 病人应立即卧床休息，消除紧张情绪和顾虑，保持环境安静，可以应用小剂量镇静剂和抗焦虑药物，约半数病人通过上述处理可减轻或缓解心绞痛。对于有发绀、呼吸困难或其他高危表现的病人，应给予吸氧，监测血氧饱和度，维持 SaO2＞90%。同时积极处理可能引起心肌耗氧量增加的疾病。,5
DIS-CARD-CAD-UA,不稳定型心绞痛,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,EVD-CARD-FULLBOOK-E226DD1926CD6B,不稳定型心绞痛-发绀-全书回捞证据-7681-26CD6B,,,N/A,N/A,"['吸氧', '血氧', '氧饱和度', 'SaO2', '呼吸困难']",80,（二）一般治疗 病人应立即卧床休息，消除紧张情绪和顾虑，保持环境安静，可以应用小剂量镇静剂和抗焦虑药物，约半数病人通过上述处理可减轻或缓解心绞痛。对于有发绀、呼吸困难或其他高危表现的病人，应给予吸氧，监测血氧饱和度，维持 SaO2＞90%。同时积极处理可能引起心肌耗氧量增加的疾病。,5
DIS-CARD-CAD-UA,不稳定型心绞痛,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-FULLBOOK-8F88E219A0E438,不稳定型心绞痛-经皮冠状动脉介入治疗-全书回捞证据-7735-A0E438,,,N/A,N/A,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入', '旁路移植']",180,2. 冠状动脉旁路移植术 选择何种血运重建策略主要根据临床因素、术者经验和冠脉病变的解剖特点，冠状动脉旁路移植术最大的受益者是病变严重 PCI 达不到完全血运重建或不适合 PCI 的病人、有多支血管病变的糖尿病病人、合并机械性并发症的病人。,5
DIS-CARD-CAD-UA,不稳定型心绞痛,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-B502521FE96130729F36-UA,《内科学（第10版）》.pdf 第278页证据（SEG-DOC-C0BB559FA2C8448A-278-GL-00135-UA）,,,,,"['血运重建', 'PCI', '冠状动脉介入', '旁路移植']",170,物作为首选，建议使用最大可耐受剂量。单用他汀类药物不能达标或不耐受者，可以联合使用胆固醇 吸收抑制剂，或PCSK9 抑制剂，如果病人基线LDL-C 水平较高，预估他汀类药物单药不能达标者，也 可起始就采用联合降脂方案。 5.  RAAS 抑制剂  长期应用RAAS 抑制剂（包括ACEI、ARB 或ARNI）能降低心血管事件发生 率，如果不存在低血压或其他已知的禁忌证，应该在24 小时内给予口服ACEI、ARB 或ARNI。 （四） 冠状动脉血运重建术 1.  经皮冠状动脉介入,5
DIS-CARD-CAD-UA,不稳定型心绞痛,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-FULLBOOK-C9AB9A9ABB5A5C,不稳定型心绞痛-经皮冠状动脉介入治疗-全书回捞证据-7733-BB5A5C,,,N/A,N/A,"['血运重建', 'PCI', '介入治疗', '冠状动脉介入']",170,1. 经皮冠状动脉介入术 随着 PCI 技术的迅速发展，PCI 成为 UA/NSTEMI 病人血运重建的主要方式。根据 NSTE-ACS 心血管事件危险的紧迫程度以及相关并发症的严重程度，选择不同的侵入治疗策略（参见表 3-4-3）。符合任意一条极高危标准者，推荐发病 2 小时之内行紧急冠脉造影，根据造影结果决定血运重建方法，高危病人推荐早期侵入治疗策略，即发病 24 小时内行冠脉造影，中危病人推荐住院期间择期侵入治疗策略，一般 72 小时内行冠脉造影。对于无上述危险标准和症,5
DIS-CARD-CAD-UA,不稳定型心绞痛,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-TB-B502521FE96130729F36-UA,《内科学（第10版）》.pdf 第278页证据（SEG-DOC-C0BB559FA2C8448A-278-TB-00119-UA）,,,,,"['血运重建', 'PCI', '冠状动脉介入', '旁路移植']",170,物作为首选，建议使用最大可耐受剂量。单用他汀类药物不能达标或不耐受者，可以联合使用胆固醇 吸收抑制剂，或PCSK9 抑制剂，如果病人基线LDL-C 水平较高，预估他汀类药物单药不能达标者，也 可起始就采用联合降脂方案。 5.  RAAS 抑制剂  长期应用RAAS 抑制剂（包括ACEI、ARB 或ARNI）能降低心血管事件发生 率，如果不存在低血压或其他已知的禁忌证，应该在24 小时内给予口服ACEI、ARB 或ARNI。 （四） 冠状动脉血运重建术 1.  经皮冠状动脉介入,5
DIS-CARD-CAD-UA,不稳定型心绞痛,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,EVD-CARD-FULLBOOK-2D8B50FF3E0ABC,不稳定型心绞痛-血运重建-全书回捞证据-8131-3E0ABC,,,N/A,N/A,"['血运重建', '再灌注', 'PCI']",160,【预后】 与梗死范围大小、侧支循环产生情况以及治疗是否及时等有关。AMI 相关的死亡一半发生于送到医院前，其中院外死亡中相当高的比例为猝死。因心脏监护室、现代药物治疗进展和再灌注治疗等综合措施的使用，AMI 病人的住院死亡率已经由以往的 30% 降低到目前直接 PCI 中心的 4% 左右。死亡多发生在第一周内，尤其在数小时内，发生严重心律失常、休克或心衰者，病死率尤高。,5
