issue_scope,source_disease_name,target_subject_name,slot,mapping_status,mapping_type,total_rows,mergeable_rows,blocked_rows,strong_rows,medium_rows,noise_rows,unique_entity_count,sample_entities,sample_evidence,decision_counts
历史候选池归并风险，不作为当前骨架缺陷,人工瓣膜心内膜炎,,complication,暂不采用,no_candidate,11,0,11,0,6,0,5,,,"{""阻断_无可靠骨架疾病映射"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,原发性醛固酮增多症,,exam_lab,暂不采用,no_candidate,11,0,11,2,2,0,5,,,"{""阻断_无可靠骨架疾病映射"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,原发性醛固酮增多症,,treatment,暂不采用,no_candidate,11,0,11,1,5,0,6,,,"{""阻断_无可靠骨架疾病映射"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,心包积液及心脏压塞,心包积液及心脏压塞,etiology_pathogenesis,可自动采用,exact,17,6,11,0,6,0,6,炎症；心肌缺血；炎症；炎症；心肌缺血；动脉粥样硬化,（七）感染中毒症与感染性休克 感染中毒症（sepsis）与感染性休克（septic shock）是 ICU 病人常见的临床综合征，死亡率可高达 30%～40%，是 ICU 死亡的最重要原因。1991 || （2）定量血流分数（quantitative flow ratio，QFR）：是一种不需要使用压力导丝和腺苷，通过冠脉造影的三维重建与血流动力学分析获得血流储备分数（FFR）的新技术。QFR 具有较好 || 【病理生理】 急性心包炎可为浆液性、纤维素性、出血性或化脓性。炎症反应的程度和性质取决于病因及机体的反应。心外膜下心肌表层也可受累。,"{""可进入抽样复核后归并"": 6, ""阻断_证据文本不足"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,心室扑动与心室颤动,心室扑动与心室颤动,etiology_pathogenesis,可自动采用,exact,17,6,11,0,6,0,5,心肌缺血；心肌缺血；心肌缺血；心肌缺血；炎症；心肌缺血,2. 预防复发 应努力寻找和治疗诱发与维持室速的可逆性因素，例如心肌缺血、低血压及低血钾等；治疗心力衰竭有助于减少室速发作。窦性心动过缓或房室传导阻滞时，心室率过于缓慢，亦有可能诱发室性心律失常，可给 || 急性心肌缺血合并室速的病人，首选冠状动脉血运重建，也可应用β受体拮抗剂预防室性心律失常。β受体拮抗剂能降低心肌梗死后猝死发生率，其作用可能主要通过降低交感神经活性与改善心肌缺血实现。急性心肌梗死 48 || 普鲁卡因胺 （procainamide） 利多卡因 （lidocaine） 美西律 （mexiletine） 普罗帕酮 （propafenone） 雷诺嗪 （ranolazine） 用于预激综合征伴房,"{""可进入抽样复核后归并"": 6, ""阻断_证据文本不足"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,心室扑动与心室颤动,心室扑动与心室颤动,exam_lab,可自动采用,exact,28,17,11,0,17,0,8,超声心动图；磁共振成像；心电图；心电图；心电图；心电图；心电图；心电图；肾功能；血糖；肾功能；超声心动图；电生理检查；电生理检查；心电图；心电图；血糖,（七）心脏影像学 心脏影像学检查有助于评估心脏结构和功能异常与心律失常的关系。超声心动图是最常用的心脏影像学检查，包括经胸超声心动图（transthoracic echocardiography，TT || （七）心脏影像学 心脏影像学检查有助于评估心脏结构和功能异常与心律失常的关系。超声心动图是最常用的心脏影像学检查，包括经胸超声心动图（transthoracic echocardiography，TT || 【病因】 病人大多无其他心脏异常征象。可于任何年龄经体检心电图或发作心动过速被发现。少数可见于先天性心血管病如三尖瓣下移畸形（Ebstein 畸形）、二尖瓣脱垂、各类心肌病等。,"{""可进入抽样复核后归并"": 17, ""阻断_证据文本不足"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,急性冠脉综合征,急性冠脉综合征,etiology_pathogenesis,可自动采用,exact,19,8,11,2,6,0,3,心肌缺血；动脉粥样硬化；心肌缺血；心肌缺血；心肌缺血；动脉粥样硬化；动脉粥样硬化；动脉粥样硬化,（二）心电图 心衰并无特异性心电图表现，但能帮助判断心肌缺血、心律失常等，还可以提供部分治疗适应证（如心房颤动的抗凝治疗、显著心动过缓的起搏治疗、QRS 波群增宽的心脏再同步治疗等）。 || 【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || 【发病机制】 当冠脉供血供氧与心肌需血需氧之间发生矛盾，冠脉血流量不能满足心肌代谢的需要就可引起心肌缺血缺氧。暂时的缺血缺氧引起心绞痛，而持续严重的心肌缺血缺氧可引起心肌坏死，即为心肌梗死。,"{""可进入抽样复核后归并"": 8, ""阻断_证据文本不足"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,房性心动过速,房性心动过速,treatment,可自动采用,exact,21,10,11,5,5,0,7,洋地黄类药物；钙通道阻滞剂；药物治疗；控制心室率；钙通道阻滞剂；胺碘酮；控制心室率；药物治疗；药物治疗；药物治疗,【病因】 众多病变过程，如窦房结纤维化与脂肪浸润、硬化与退行性变、淀粉样变性、甲状腺功能减退、某些感染（布鲁氏菌病、伤寒）等均可损害窦房结，导致窦房结起搏与窦房传导功能障碍；窦房结动脉供血减少、窦房结 || 【治疗】 房早通常无需治疗。吸烟、饮酒和咖啡均可诱发房早，应劝导病人戒除或减量。有症状或当房早诱发心动过速发生时，可用β受体拮抗剂或非二氢吡啶类钙通道阻滞剂治疗。 || 【治疗】 房速的处理主要取决于心室率的快慢及病人的血流动力学情况。如心室率不太快且无严重的血流动力学障碍，可选择口服β受体拮抗剂，不伴器质性心脏病，可选择非二氢吡啶类钙通道阻滞剂和Ⅰc 类（普罗帕酮）,"{""可进入抽样复核后归并"": 10, ""阻断_证据文本不足"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,肾实质性高血压,,clinical_manifestation,暂不采用,no_candidate,11,0,11,3,3,0,2,,,"{""阻断_无可靠骨架疾病映射"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,肾血管性高血压,,treatment,暂不采用,no_candidate,11,0,11,0,5,0,6,,,"{""阻断_无可靠骨架疾病映射"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,致心律失常性右心室心肌病,致心律失常性右心室心肌病,etiology_pathogenesis,可自动采用,exact,18,7,11,1,6,0,4,心肌缺血；心肌缺血；心肌缺血；心肌缺血；心肌缺血；心肌缺血；炎症,4. 冠状动脉造影（coronary angiography，CAG） 对有冠心病危险因素、存在心肌缺血症状、无创检查提示存在心肌缺血的心衰病人，可行冠状动脉造影明确诊断。 || 1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或 || 2. 运动心电图 是最广泛使用的一种心电图负荷试验，除常用于检测冠心病引起的心肌缺血和评估预后外，亦用于明确心肌缺血是否合并相关心律失常；评估已知或可疑运动诱发的室性心律失常（如儿茶酚胺敏感性室性心动,"{""可进入抽样复核后归并"": 7, ""阻断_证据文本不足"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,非ST段抬高型心肌梗死,不稳定型心绞痛和非 ST 段抬高型心肌梗死,complication,可自动采用,manual_synonym_rule,25,14,11,0,14,0,4,心力衰竭；猝死；心律失常；猝死；心力衰竭；心律失常；出血；出血；出血；心力衰竭；心律失常；猝死；心律失常；猝死,【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || 【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || 少部分 UA 病人心绞痛发作有明显诱发因素：①心肌氧耗增加：感染、甲状腺功能亢进或心律失常；②冠脉血流减少：低血压；③血液携氧能力下降：贫血和低氧血症。以上情况称为继发性 UA （secondary,"{""可进入抽样复核后归并"": 14, ""阻断_证据文本不足"": 11}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉瓣反流,主动脉瓣反流,risk_factor,可自动采用,exact,29,19,10,6,13,0,4,感染；手术；手术；手术；手术；感染；创伤；感染；手术；感染；感染；手术；手术；手术；手术；感染；手术；感染；肿瘤,（二）药物治疗 药物治疗效果不明显，无特异性药物治疗。主要为对症支持治疗，包括：预防感染性心内膜炎；风湿性心脏病病人应预防风湿热；积极控制血压；心衰病人应限制钠盐摄入，可用利尿剂以及 ACEI 等药物 || （三）手术治疗 凡出现临床症状者，均应考虑手术治疗。 || 1. 外科人工瓣膜置换术 为治疗成人主动脉瓣狭窄的主要方法，手术主要指征为重度狭窄伴心绞痛、晕厥或心力衰竭症状的病人。无症状病人，若伴有以下情况之一也应考虑手术：LVEF＜50%，运动耐量降低或运动时,"{""可进入抽样复核后归并"": 19, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉窦瘤,,complication,暂不采用,no_candidate,10,0,10,0,5,0,6,,,"{""阻断_无可靠骨架疾病映射"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,原发性高血压,原发性高血压,diagnosis_differential,可自动采用,exact,14,4,10,1,3,0,2,鉴别诊断；诊断标准；鉴别诊断；鉴别诊断,【鉴别诊断】 || 【血压分类和定义】 人群中血压呈连续性正态分布，高血压的诊断标准是根据临床及流行病学资料界定的。目前，血压分类和标准见表 3-5-1。 || （二）鉴别诊断 镇静催眠药中毒应与以下疾病相鉴别。,"{""可进入抽样复核后归并"": 4, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,嗜铬细胞瘤和副神经节瘤,,exam_lab,暂不采用,no_candidate,10,0,10,0,5,0,4,,,"{""阻断_无可靠骨架疾病映射"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,室性心动过速,室性心动过速,etiology_pathogenesis,可自动采用,exact,23,13,10,2,11,0,5,心肌缺血；心肌缺血；心肌缺血；心肌缺血；遗传因素；心肌缺血；心肌缺血；心肌缺血；心肌缺血；心肌缺血；炎症；心肌缺血；炎症,1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或 || 2. 运动心电图 是最广泛使用的一种心电图负荷试验，除常用于检测冠心病引起的心肌缺血和评估预后外，亦用于明确心肌缺血是否合并相关心律失常；评估已知或可疑运动诱发的室性心律失常（如儿茶酚胺敏感性室性心动 || 3. 持续心电监测 是筛查和诊断心律失常的常用方法，主要包括动态心电图（Holter ECG monitoring，简称 Holter）、事件记录器（event recorder）和植入型心电监测仪（,"{""可进入抽样复核后归并"": 13, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,心脏性猝死,心脏骤停与心脏性猝死,etiology_pathogenesis,可自动采用,manual_synonym_rule,14,4,10,0,4,0,5,心肌缺血；心肌缺血；心肌缺血；心肌缺血,1. 长 QT 间期综合征（long-QT syndrome，LQTS） 可分为先天性和获得性。先天性大多数是由一个或多个基因突变导致的家族遗传性疾病。获得性病人也可能具有潜在的遗传易感性，其 QT || 心肌病（cardiomyopathy，CM）是一组病因和表型异质性高的心肌疾病，其心肌结构和 / 或功能异常无法以前 / 后负荷增加或心肌缺血等疾病来诠释。CM 病因复杂，可为遗传性或获得性。遗传模式 || 扩张型心肌病（dilated cardiomyopathy，DCM）是一类以左室或双心室扩大伴收缩功能障碍为特征的心肌病，且无法以负荷异常或心肌缺血等来解释。本病发病率为 0.13‰～0.84‰，预后,"{""可进入抽样复核后归并"": 4, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,心脏骤停,心脏骤停与心脏性猝死,exam_lab,可自动采用,manual_synonym_rule,13,3,10,3,0,0,6,心电图；心电图；动态心电图,1. 原发致心脏骤停疾病的治疗 应进行全面的心血管系统及相关因素的评价，仔细寻找引起心脏骤停的原因，鉴别是否存在诱发心脏骤停的 5H 和 5T 可逆病因，其中 5H 是指低血容量（hypovolemi || 【SCD 的预防】 SCD 的预防，关键是识别出高危人群。除了年龄≥65 岁、男性、心率≥90 次 / 分、高血压、糖尿病等一般危险因素外，病史、体格检查、心电图、24 小时动态心电图、心率变异性等方 || 【SCD 的预防】 SCD 的预防，关键是识别出高危人群。除了年龄≥65 岁、男性、心率≥90 次 / 分、高血压、糖尿病等一般危险因素外，病史、体格检查、心电图、24 小时动态心电图、心率变异性等方,"{""可进入抽样复核后归并"": 3, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,急性心力衰竭,急性心力衰竭,treatment,可自动采用,exact,20,10,10,3,7,0,12,抗凝治疗；复律治疗；抗凝治疗；抗凝治疗；复律治疗；胺碘酮；药物治疗；控制心室率；利尿剂；钙通道阻滞剂,房颤持续超过 48 小时的病人，在复律前应接受 3 周抗凝治疗，或经食管超声心动图除外心房血栓后再行复律，转复后继续抗凝治疗 4 周。紧急复律治疗可选用静脉注射肝素或皮下注射低分子量肝素抗凝。 || 房颤持续超过 48 小时的病人，在复律前应接受 3 周抗凝治疗，或经食管超声心动图除外心房血栓后再行复律，转复后继续抗凝治疗 4 周。紧急复律治疗可选用静脉注射肝素或皮下注射低分子量肝素抗凝。 || 经皮左心耳封堵治疗是预防卒中或体循环栓塞事件的策略之一。对于不适合长期抗凝治疗或长期规范抗凝治疗基础上仍发生脑卒中或栓塞事件、HAS-BLED 评分≥3 分的病人，可考虑左心耳封堵术。,"{""可进入抽样复核后归并"": 10, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,慢性心力衰竭,慢性心力衰竭,treatment,可自动采用,exact,15,5,10,0,5,0,9,心脏再同步治疗；起搏器植入；心脏移植；利尿剂；钙通道阻滞剂,心血管植入型电子器械（cardiovascular implantable electronic devices，CIED）包括普通心脏起搏器（pacemaker，PM）、植入型心律转复除颤器（imp || 心脏起搏器是由电极导线和脉冲发生器组成，需要经静脉将电极导线植入到相应的心腔内膜下，连接电极导线与起搏器后，将起搏器置入于皮下囊袋。近年来开始应用于临床的无导线起搏器，是一种集脉冲发生器与电极导线于一 || 近年来新治疗技术如自体骨髓干细胞移植、血管内皮生长因子基因治疗等已试用于临床，为缺血性心肌病治疗带来新希望，终末期病人可考虑人工心脏或心脏移植。,"{""可进入抽样复核后归并"": 5, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,扩张型心肌病,扩张型心肌病,diagnosis_differential,可自动采用,exact,18,8,10,1,7,0,2,鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；诊断标准；鉴别诊断；鉴别诊断,5. 心脏磁共振 对诊断、鉴别诊断及预后评估均有很高价值，但其检查费时昂贵而不宜作为首选检查。CMR 不同序列成像及对比增强，除可提供类似 TTE 的诊断信息外，其较强的组织特征分辨能力可为各种心肌疾 || 【诊断与鉴别诊断】 || 2. 鉴别诊断 应除外心脏扩大、收缩功能减低的其他继发原因。可通过病史、查体及 TTE、 CMR、冠脉造影等检查进行鉴别，必要时做 EMB 及基因检测。,"{""可进入抽样复核后归并"": 8, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,稳定型心绞痛,稳定型心绞痛,diagnosis_differential,可自动采用,exact,14,4,10,1,3,0,2,鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断,【诊断与鉴别诊断】 根据典型心绞痛的发作特点，结合年龄和存在冠心病危险因素，除外其他原因所致的心绞痛，一般即可建立诊断。心绞痛发作时 ECG 检查可见 ST-T 改变，症状消失后 ST-T 改 || 鉴别诊断要考虑下列情况： || 【鉴别诊断】 各种器质性心脏病都可引起缺血性 ST-T 的改变，应加以鉴别。,"{""可进入抽样复核后归并"": 4, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,缩窄性心包炎,缩窄性心包炎,etiology_pathogenesis,可自动采用,exact,11,1,10,1,0,0,4,炎症,4. 心脏 CT 和磁共振成像 心脏 CT 和 MRI 对慢性缩窄性心包炎的诊断价值优于超声心动图。二者均可用于评价心包受累的范围和程度、心包厚度和心包钙化等；CT 检测心包钙化的敏感性更高， MRI,"{""可进入抽样复核后归并"": 1, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,缺血性心肌病,缺血性心肌病,treatment,可自动采用,exact,15,5,10,4,1,0,11,药物治疗；血运重建；血运重建；抗凝治疗；心脏移植,【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || 【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || 慢性冠状动脉综合征（CCS）最常见为慢性稳定型劳力性心绞痛和以心功能不全为主要表现的缺血性心肌病，部分处于渡过 ACS 后或行血运重建之后稳定期，有些则为无症状隐匿型冠心病。发生心肌缺血的主要原因是存,"{""可进入抽样复核后归并"": 5, ""阻断_证据文本不足"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,阵发性室上性心动过速,,complication,暂不采用,no_candidate,10,0,10,1,7,0,3,,,"{""阻断_无可靠骨架疾病映射"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,高血压急症和亚急症,,clinical_manifestation,暂不采用,no_candidate,10,0,10,2,5,0,4,,,"{""阻断_无可靠骨架疾病映射"": 10}"
历史候选池归并风险，不作为当前骨架缺陷,ST段抬高型心肌梗死,急性 ST 段抬高型心肌梗死,complication,可自动采用,manual_synonym_rule,22,13,9,0,13,0,5,心力衰竭；猝死；心力衰竭；出血；心律失常；心律失常；心力衰竭；心力衰竭；心律失常；出血；脑卒中；出血；出血,【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || 【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特 || 【分级和危险分层】 UA/NSTEMI 病人临床表现严重程度不一，主要是由于基础冠脉病变严重程度和累及范围不同，同时形成急性血栓（进展至 STEMI）的危险性大小不同。Braunwald 根据心绞痛的,"{""可进入抽样复核后归并"": 13, ""阻断_证据文本不足"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,不稳定型心绞痛,不稳定型心绞痛和非 ST 段抬高型心肌梗死,clinical_manifestation,可自动采用,manual_synonym_rule,33,24,9,4,20,0,15,呼吸困难；高血压；呼吸困难；呼吸困难；心动过速；休克；低血压；胸痛；呼吸困难；胸痛；心悸；出汗；第三心音；第四心音；胸痛；胸痛；胸痛；休克；呼吸困难；发绀,呼吸康复通常由跨学科的团队共同实施完成，包括呼吸专科医师、康复治疗师、呼吸治疗师、护士、营养师、心理医师、社会工作者等。对病人的全面评估包括临床评估和功能学评估，如疾病严重程度、合并症、不良生活习惯、 || 呼吸康复的禁忌证包括合并不稳定型心绞痛、严重的心律失常、心功能不全、未经控制的高血压等心血管疾病，影响运动的神经肌肉疾病、不稳定骨折、关节病变、周围血管疾病等，以及严重的认知功能障碍和精神异常。 || 1. 病人全面评估 病人的全面评估包括：临床评估（病史、症状、体格检查等）、体适能评估、呼吸肌功能评估、呼吸困难评估、吞咽功能评估、日常活动能力评估、生活质量评估、心理状态评估、营养状态评估。全面的评,"{""可进入抽样复核后归并"": 24, ""阻断_证据文本不足"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉夹层,主动脉夹层,risk_factor,可自动采用,exact,37,28,9,15,13,0,6,感染；肿瘤；肿瘤；感染；感染；手术；感染；创伤；感染；创伤；手术；肿瘤；感染；创伤；感染；感染；手术；肿瘤；感染；感染,5. 胸痛 肺实质内不存在痛觉感受器，故胸痛一般源于各种肺部疾病累及胸膜及咳嗽引起的肌肉疼痛等。胸膜性胸痛一般为单侧、吸气末明显，定位相对清晰，可继发于气胸、肺炎、肿瘤、肺栓塞等。严重肺动脉高压可导致 || 5. 胸痛 肺实质内不存在痛觉感受器，故胸痛一般源于各种肺部疾病累及胸膜及咳嗽引起的肌肉疼痛等。胸膜性胸痛一般为单侧、吸气末明显，定位相对清晰，可继发于气胸、肺炎、肿瘤、肺栓塞等。严重肺动脉高压可导致 || （三）体征 呼吸系统疾病不但表现呼吸系统体征，也可以表现其他系统的体征，因此体检时既要重视胸部的体格检查，又要注意全身的体格检查，如眼、口唇、气管、颈静脉、骨关节、指（趾）等。通过视触叩听对胸部进行检,"{""可进入抽样复核后归并"": 28, ""阻断_证据文本不足"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,主动脉瓣狭窄,主动脉瓣狭窄,diagnosis_differential,可自动采用,exact,20,11,9,3,8,0,2,鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断；鉴别诊断,鉴别诊断要考虑下列情况： || （三）鉴别诊断 需除外较常见的左室负荷增加性心室肥厚，包括高血压、主动脉瓣狭窄、运动员心肌肥厚等。尚需除外较少见的全身性疾病引起的心肌肥厚，如淀粉样变、结节病、戈谢病、糖原贮积症、Fabry 病、Da || 【诊断与鉴别诊断】 根据超声心动图所见诊断并不困难。主要应与风湿性瓣膜病及肥厚型梗阻性心肌病相鉴别。,"{""可进入抽样复核后归并"": 11, ""阻断_证据文本不足"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,人工瓣膜心内膜炎,,exam_lab,暂不采用,no_candidate,9,0,9,0,6,0,4,,,"{""阻断_无可靠骨架疾病映射"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,冠状动脉瘘,,complication,暂不采用,no_candidate,9,0,9,0,8,0,6,,,"{""阻断_无可靠骨架疾病映射"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,感染性心内膜炎,感染性心内膜炎,etiology_pathogenesis,可自动采用,exact,17,8,9,5,3,0,5,炎症；炎症；动脉粥样硬化；炎症；动脉粥样硬化；炎症；动脉粥样硬化；遗传因素,（三）实验室检查 实验室检查主要包括血常规、尿常规、各种生化检查，包括血脂检查、心肌损伤标志物如血肌钙蛋白、肌红蛋白和心肌酶的测定；心力衰竭标志物脑钠肽的测定等。此外微生物和免疫学检查，如感染性心内膜 || 1. 心脏 绝大多数有心脏并发症，包括：①心力衰竭，最常见，多由瓣膜穿孔或腱索断裂并发急性瓣膜关闭不全所致，主动脉瓣受损最多，其次为二、三尖瓣；②心肌脓肿，多见于主动脉瓣周，可致传导阻滞、心包化脓；③ || 6. 心血管表现 患者常出现心包炎，可为纤维蛋白性心包炎或渗出性心包炎，但心脏压塞少见。可出现疣状心内膜炎（Libman-Sacks 心内膜炎），病理表现为瓣膜赘生物，与感染性心内膜炎不同，其常见于二,"{""可进入抽样复核后归并"": 8, ""阻断_证据文本不足"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,房室传导阻滞,房室传导阻滞,diagnosis_differential,可自动采用,exact,9,0,9,0,0,0,2,,,"{""阻断_证据文本不足"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,缺血性心肌病,缺血性心肌病,complication,可自动采用,exact,21,12,9,4,8,0,7,心律失常；猝死；心律失常；心律失常；心律失常；心力衰竭；猝死；心律失常；心力衰竭；心力衰竭；心律失常；心力衰竭,1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或 || 1. 静息心电图 是诊断心律失常最重要的无创伤性检查技术，常规心电图分析原则：①根据 P波形态特征判断基本心律是窦性心律还是异位心律。②测定 P-P 或 R-R 间期，计算心房率或心室率有无心动过速或 || 2. 运动心电图 是最广泛使用的一种心电图负荷试验，除常用于检测冠心病引起的心肌缺血和评估预后外，亦用于明确心肌缺血是否合并相关心律失常；评估已知或可疑运动诱发的室性心律失常（如儿茶酚胺敏感性室性心动,"{""可进入抽样复核后归并"": 12, ""阻断_证据文本不足"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,肥厚型心肌病,肥厚型心肌病,treatment,可自动采用,exact,16,7,9,0,7,0,9,药物治疗；心脏再同步治疗；药物治疗；钙通道阻滞剂；钙通道阻滞剂；药物治疗；药物治疗,3. 非缺血性心脏病病人，经优化药物治疗 3～6 个月后 LVEF≤35%，心功能Ⅱ级或Ⅲ级。 || （三）心脏再同步治疗 心脏再同步治疗（CRT）是一种植入型电子装置，是在传统的右心房、右心室双心腔起搏基础上增加左心室起搏，通过设定合适的房室及左右心室电脉冲的释放时机，纠正房室和左右心室收缩的不同步 || （一）症状性梗阻型 HCM 病人的药物治疗,"{""可进入抽样复核后归并"": 7, ""阻断_证据文本不足"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,致心律失常性右心室心肌病,致心律失常性右心室心肌病,diagnosis_differential,可自动采用,exact,14,5,9,0,5,0,2,鉴别诊断；诊断标准；鉴别诊断；诊断标准；鉴别诊断,【诊断与鉴别诊断】 || 1. 诊断标准 ①影像学无明显左室扩张但存在非缺血性左室瘢痕或脂肪替代，伴或不伴整体或局部室壁运动异常；或无心肌瘢痕或脂肪替代的孤立性整体左室运动功能减退。②临床上可除外继发性、原发性和缺血性心肌病。 || 【诊断与鉴别诊断】,"{""可进入抽样复核后归并"": 5, ""阻断_证据文本不足"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,阵发性室上性心动过速,,treatment,暂不采用,no_candidate,9,0,9,1,3,0,5,,,"{""阻断_无可靠骨架疾病映射"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,非ST段抬高型心肌梗死,不稳定型心绞痛和非 ST 段抬高型心肌梗死,exam_lab,可自动采用,manual_synonym_rule,18,9,9,0,9,0,6,心电图；心电图；心肌肌钙蛋白；超声心动图；心电图；超声心动图；心电图；肾功能；心电图,1. 心电图（ECG） 急性胸痛病人应在首次医疗接触（first medical contact，FMC）后 10 分钟内记录 ECG。ECG 不仅可帮助诊断，而且根据其异常的范围和严重程度可提示预后 || 4. 心肌损伤标志物检查 心肌肌钙蛋白（cTn）T 及 I 较传统的 CK 和 CK-MB 更敏感、更可靠。在症状发生后 24 小时内，cTn 的峰值超过正常对照值的 99 个百分位需考虑 NSTEM || 4. 心肌损伤标志物检查 心肌肌钙蛋白（cTn）T 及 I 较传统的 CK 和 CK-MB 更敏感、更可靠。在症状发生后 24 小时内，cTn 的峰值超过正常对照值的 99 个百分位需考虑 NSTEM,"{""可进入抽样复核后归并"": 9, ""阻断_证据文本不足"": 9}"
历史候选池归并风险，不作为当前骨架缺陷,三尖瓣下移畸形,,exam_lab,暂不采用,no_candidate,8,0,8,3,1,0,5,,,"{""阻断_无可靠骨架疾病映射"": 8}"
