decision,reason,rel,entityType,target_code,target_name,source_name,batch_id,evidence_excerpt
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-F78079C492BA88,静脉血栓症-心肌缺血-全书回捞证据-6027-92BA88,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,血管收缩剂可致心律失常、心肌缺血及其他器官损害，用药中应密切监测血压、心律、心率、血流动力学及临床状态变化，当组织灌注恢复时尽早停用。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-EBBC007457C4AB,静脉血栓症-心肌肌钙蛋白-全书回捞证据-3607-57C4AB,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,心脏生物学标志物包括 BNP、NT-proBNP、肌钙蛋白。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-4D0CC715320DDC,静脉血栓症-心脏压塞-全书回捞证据-5103-320DDC,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,4. 梗阻性休克（obstructive shock） 其基本机制为血流流动通道受到机械性阻塞，根据梗阻部位可分为心外梗阻性休克和心内梗阻性休克。心外梗阻性休克是由于心脏外的血管回路中血流受阻所致，如肺血栓栓塞症或非栓塞性急性肺动脉高压、心脏压塞、主动脉夹层、张力性气胸等。心内梗阻性休克常见于瓣膜狭窄或心室流出道梗阻等。梗阻性休克的血流动力学特点虽然也是“低排高阻”，但其治疗的基本措施是解除梗阻，如心脏压塞的心包引流、肺栓塞的溶栓治疗等。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-2441819638842A,静脉血栓症-心脏压塞-全书回捞证据-5977-38842A,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,随后，迅速识别出需要针对病因紧急处理的临床情况，包括急性冠脉综合征、高血压急症、严重心律失常、心脏急性机械并发症、急性肺栓塞、重症感染、心脏压塞。尽早给予相应处理，包括急诊血运重建、快速降压、电复律、紧急外科手术、取栓或溶栓、抗感染、心包穿刺。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-B9E9505C2289BD,静脉血栓症-心脏压塞-全书回捞证据-7993-2289BD,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 心脏破裂（rupture of the heart） 少见，常在起病 1 周内出现，多为心室游离壁破裂，造成心包积血引起急性心脏压塞而猝死。偶为心室间隔破裂造成穿孔，在胸骨左缘第 3～4 肋间出现响亮的收缩期杂音，常伴有震颤，可引起心衰和休克而在数日内死亡。心脏破裂也可为亚急性，病人能存活数月。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-A37422B4082454,静脉血栓症-心脏压塞-全书回捞证据-9621-082454,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,3. 并发症 经导管封堵 PFO 并发症（心脏压塞、房颤、肺栓塞等）很少见。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-A5BB6D35458991,静脉血栓症-心脏导管检查-全书回捞证据-3611-458991,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（二）慢性血栓栓塞性肺动脉高压 CTEPH 多存在慢性、进行性发展的肺动脉高压的相关临床表现，如进行性加重的呼吸困难、乏力、运动耐量下降，后期出现右心衰竭；影像学检查证实肺动脉阻塞，常呈多部位、较广泛的阻塞，可见肺动脉内贴血管壁、环绕或偏心分布、有钙化倾向的团块状物等慢性栓塞征象；常可发现 DVT 的存在；海平面，静息状态下，右心导管测量平均肺动脉压（mPAP）≥ 25mmHg，且除外血管炎、肺动脉肉瘤等；超声心动图检查示右心室壁增厚，符合慢性肺源性心脏病的诊断标准。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-BC495EE7716454,静脉血栓症-心脏扩大-全书回捞证据-7997-716454,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,4. 心室壁瘤（cardiac aneurysm） 或称室壁瘤，主要见于左心室，发生率 5%～20%。体格检查可见左侧心界扩大，心脏搏动范围较广，可有收缩期杂音。瘤内发生附壁血栓时，心音减弱。心电图 ST 段持续抬高。超声心动图、放射性核素心血池
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-BB4A978AAA9D29,静脉血栓症-心脏杂音-全书回捞证据-10593-AA9D29,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,DAIE 主要临床表现是持续发热、菌血症和多发性感染性肺栓塞。单纯右心衰竭少见，可由肺动脉高压或严重的右心瓣膜反流或梗阻导致。一般三尖瓣受累时无心脏杂音。DAIE 区别于 NVE 的临床特征：①大多累及正常瓣膜，三尖瓣最常见，其次为肺动脉瓣，左心瓣膜较少见；②急性发病多见，常伴肺部迁移性感染灶，X 线可见肺部多处小片状浸润阴影，为三尖瓣或肺动脉瓣赘生物所致的脓毒性肺栓塞；③若亚急性发病，则多见于曾有 IE 史者。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-6A56B4EEE6D302,静脉血栓症-心脏杂音-全书回捞证据-3519-E6D302,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 循环系统 主要是肺动脉高压、右心功能不全以及左心搏出量急剧减少的体征。窦性心动过速最常见，并可见心律失常如期前收缩、室上性心动过速、心房扑动和心房颤动等；部分病人可闻及肺动脉瓣区第二心音亢进（P2＞A2 ）或分裂，少数病人可闻及收缩期喷射性杂音；颈静脉充盈或异常搏动，三尖瓣区可闻及收缩期杂音，可闻及右心奔马律，肝脏增大、肝颈静脉反流征和下肢肿胀等右心衰竭的体征；少数病人有心包摩擦音；病情严重的病人可出现血压下降甚至休克。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-344670B1CF5359,静脉血栓症-心脏杂音-全书回捞证据-7991-CF5359,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,1. 乳头肌功能失调或断裂（dysfunction or rupture of papillary muscle） 总发生率可高达 50%。二尖瓣乳头肌因缺血、坏死等使收缩功能发生障碍，造成不同程度的二尖瓣脱垂合并关闭不全，心尖区出现收缩中晚期喀喇音和吹风样收缩期杂音，第一心音可不减弱，可引起心衰。轻症者可以恢复，其杂音可消失。乳头肌整体断裂极少见，多发生在二尖瓣后乳头肌，见于下壁 MI，心力衰竭明显，可迅速发生肺水肿，不能及时手术治疗者往往在数日内死亡。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-5629E6779CDC89,静脉血栓症-心脏杂音-全书回捞证据-7993-9CDC89,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 心脏破裂（rupture of the heart） 少见，常在起病 1 周内出现，多为心室游离壁破裂，造成心包积血引起急性心脏压塞而猝死。偶为心室间隔破裂造成穿孔，在胸骨左缘第 3～4 肋间出现响亮的收缩期杂音，常伴有震颤，可引起心衰和休克而在数日内死亡。心脏破裂也可为亚急性，病人能存活数月。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-83442A3ABD71AC,静脉血栓症-心脏杂音-全书回捞证据-7997-BD71AC,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,4. 心室壁瘤（cardiac aneurysm） 或称室壁瘤，主要见于左心室，发生率 5%～20%。体格检查可见左侧心界扩大，心脏搏动范围较广，可有收缩期杂音。瘤内发生附壁血栓时，心音减弱。心电图 ST 段持续抬高。超声心动图、放射性核素心血池
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-348EFF6583911A,静脉血栓症-恶心呕吐-全书回捞证据-16825-83911A,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,【临床表现】 RVT 的临床表现取决于肾静脉阻塞的范围、程度和快慢等。急性 RVT 时病人可出现恶心呕吐，患侧腰肋痛，血白细胞升高，血尿，肾功能受损，影像学检查可发现患侧肾体积增大。这些表现易与肾绞痛或肾盂肾炎混淆。慢性 RVT 起病相对隐匿，可引起肾小管功能异常，出现肾性糖尿、氨基酸尿、尿液酸化功能障碍和高磷酸盐尿等。肾病综合征并发 RVT 可出现尿蛋白显著增多。10%～30%的慢性 RVT 可出现血栓脱落引起的肺栓塞，肺通气- 血流灌注扫描异常，其中大多数病人没有症状。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-241D6159269F09,静脉血栓症-恶心呕吐-全书回捞证据-30165-269F09,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,【诊断】 详细询问病史，结合临床表现、相关实验室检查，尤其是出现不能用基础疾病或者缺氧解释的皮肤黏膜发绀时，应高度怀疑亚硝酸盐中毒。高铁血红蛋白鉴定实验：取 5ml 静脉血在空气中用力震荡 15 分钟，若始终呈深棕色不变色（正常情况下血红蛋白与氧结合变为猩红色），可排除由呼吸循环衰竭引起的缺氧性发绀，考虑为高铁血红蛋白血症。剩余食物或呕吐物、血液毒物分析、血高铁血红蛋白鉴定试验和尿亚硝酸盐定性检查阳性，并且除外泌尿系统感染后可确诊。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-4A0388FBCA001F,静脉血栓症-感染-全书回捞证据-10259-CA001F,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. 鉴别诊断 诊断急性心包炎应注意与其他可引起急性胸痛的疾病相鉴别。胸痛伴心电图 ST段抬高者与急性心肌梗死鉴别，前者常有上呼吸道感染史，疼痛与体位改变有关，后者常有相邻导联ST 段弓背向上抬高，ST-T 动态改变可在数小时内发生。有高血压史的胸痛病人需要除外主动脉夹层动脉瘤破裂，后者疼痛为撕裂样，程度较剧烈，多位于胸骨后或背部，可向下肢放射，破口入心包腔可出现急性心包炎的心电图改变，超声心动图有助于诊断，增强 CT 有助于揭示破口所在位置。急性心包炎与肺栓塞相鉴别，肺栓塞多见于长期卧床及行动不便病人，可以出现胸
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-A290584A124B33,静脉血栓症-感染-全书回捞证据-10589-124B33,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,PVE 是 IE 最严重的形式，住院死亡率高达 20%～40%。预后影响因素：高龄、糖尿病、医源性感染、葡萄球菌或真菌感染、早期 PVE、心力衰竭、脑卒中和心内脓肿等。其中，PVE 有合并症和葡萄球菌感染是不良预后的最强预测因素。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-291AF5AD63D981,静脉血栓症-感染-全书回捞证据-10591-63D981,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（二）静脉药物成瘾者感染性心内膜炎 静脉药物成瘾者感染性心内膜炎（intravenous drug abuser-associated infective endocarditis，DAIE）特指发生在静脉注射毒品者的一种主要累及右心系统的 IE，最常累及三尖瓣。DAIE 发病率是一般人群的 30 倍，尤其伴有 HIV 抗体阳性或免疫功能不全病人。金黄色葡萄球菌为主要致病菌（占 60%～90%，且以耐甲氧西林金黄色葡萄球菌菌株为主），其次为链球菌、革兰氏阴性杆菌和真菌。致病菌常源于皮肤，较少来自药物本身。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-DED5DEF4ECA9E2,静脉血栓症-感染-全书回捞证据-10593-ECA9E2,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,DAIE 主要临床表现是持续发热、菌血症和多发性感染性肺栓塞。单纯右心衰竭少见，可由肺动脉高压或严重的右心瓣膜反流或梗阻导致。一般三尖瓣受累时无心脏杂音。DAIE 区别于 NVE 的临床特征：①大多累及正常瓣膜，三尖瓣最常见，其次为肺动脉瓣，左心瓣膜较少见；②急性发病多见，常伴肺部迁移性感染灶，X 线可见肺部多处小片状浸润阴影，为三尖瓣或肺动脉瓣赘生物所致的脓毒性肺栓塞；③若亚急性发病，则多见于曾有 IE 史者。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-9000823638AA8D,静脉血栓症-感染-全书回捞证据-10595-38AA8D,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,DAIE 抗生素治疗的选择取决于致病菌、成瘾药物和溶剂类型、感染部位。对于多数单纯三尖瓣DAIE 病人，如满足下列所有条件，可使用苯唑西林（或氯唑西林）治疗 2 周，而不联合庆大霉素：甲氧
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-82CADE74E15C51,静脉血栓症-感染-全书回捞证据-11003-E15C51,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,1. D- 二聚体 DVT 时，血液中 D- 二聚体的浓度升高。该检测对 DVT 的敏感性超过 95%，但特异性较低。高龄、炎症、感染、恶性肿瘤等也可使 D- 二聚体升高。若 D- 二聚体水平正常，基本上可排除 DVT。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-08366B980FF5BE,静脉血栓症-感染-全书回捞证据-11207-0FF5BE,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（一）静脉血栓栓塞症 肿瘤相关静脉血栓栓塞症（VTE）包括深静脉血栓形成、肺栓塞和中心静脉导管相关血栓形成。肿瘤病人 VTE 的发生率可高达 20%，同时也是肿瘤病人外科手术后最常见的死因之一。其发生与肿瘤类型、部分肿瘤治疗药物及病人本身的血栓危险因素如高龄、卧床、肥胖、感染等相关。VTE 发生率较高的肿瘤包括：脑肿瘤、胰腺癌、胃癌、肺癌、肾癌、淋巴瘤及骨髓瘤。肿瘤通过释放促炎因子及促凝血物质、血小板增多及功能亢进、降低纤溶蛋白溶解功能使宿主处于高凝状态，诱导静脉血栓形成。VTE 的防治详见本篇第十二章。但肿瘤病人
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-AA781855200B76,静脉血栓症-感染-全书回捞证据-1555-200B76,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,1. CAP 是指在医院外罹患的感染性肺实质（含肺泡壁，即广义上的肺间质）炎症，包括具有明确潜伏期的病原体感染在入院后于潜伏期内发病的肺炎。其临床诊断依据是：①社区发病。②肺炎相关临床表现：a. 新近出现的咳嗽、咳痰或原有呼吸道疾病症状加重并出现脓性痰，伴或不伴胸痛/ 呼吸困难/咯血；b. 发热；c. 肺实变体征和/或闻及湿啰音；d.WBC＞10×109/L 或＜4×109/L，伴或不伴中性粒细胞核左移。③胸部影像学检查显示片状、斑片状浸润性阴影或间质性改变，伴或不伴胸腔积液。符合①、③及②中任何 1 项，并除外肺
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-C2AB6A47B42119,静脉血栓症-感染-全书回捞证据-1557-B42119,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,2. HAP 指病人住院期间没有接受有创机械通气，未处于病原感染的潜伏期，且入院≥48 小时后在医院内新发生的肺炎。 呼吸机相关性肺炎（ventilator associated pneumonia，VAP）是指气管插管或气管切开病人，接受机械通气 48 小时后发生的肺炎及机械通气撤机、拔管后 48 小时内出现的肺炎。胸部 X 线或 CT 显示新出现或进展性的浸润影、实变影、磨玻璃影，加上下列 3 个临床症状中 2 个或以上，可建立临床诊断：①发热，体温＞38℃;②脓性气道分泌物；③外周血白细胞计数＞10×109/
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-AE9E5D32251E09,静脉血栓症-感染-全书回捞证据-1575-251E09,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（2）肺癌：多无急性感染中毒症状，有时痰中带血丝，血白细胞计数不高。但肺癌可伴发阻塞性肺炎，经抗菌药物治疗炎症消退后肿瘤阴影渐趋明显，或可见肺门淋巴结肿大，有时出现肺不张。若抗菌药物治疗后肺部炎症不见消散，或消散后于同一部位再次出现肺炎，应密切随访。对有吸烟史及年龄较大的病人，必要时做 CT、MRI、支气管镜和痰脱落细胞等检查，以免贻误诊断。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-9BA5E8B2B85F47,静脉血栓症-感染-全书回捞证据-1579-B85F47,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（4）非感染性肺部浸润：还需要与间质性肺炎、肺水肿、肺不张和肺血管炎等疾病鉴别。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-EECEEECF688B9E,静脉血栓症-感染-全书回捞证据-1581-688B9E,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（二）评估严重程度 如果肺炎的诊断成立，评价病情的严重程度对于决定在门诊或入院治疗甚或 ICU 治疗至关重要。肺炎严重性取决于 3 个主要因素：肺部局部炎症程度、肺部炎症的播散和全身炎症反应程度。重症肺炎目前还没有普遍认同的诊断标准，如果肺炎病人需要呼吸支持（急性呼吸衰竭、气体交换严重障碍伴高碳酸血症或持续低氧血症）、循环支持（血流动力学障碍、外周灌注不足）和加强监护与治疗可认为是重症肺炎。目前许多国家制定了重症肺炎的诊断标准，虽然有所不同，但均注重肺部病变的范围、器官灌注和氧合状态。目前我国推荐使用 CURB-6
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-97E6B563C0C29D,静脉血栓症-感染-全书回捞证据-21183-C0C29D,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（一）去除血栓形成诱因，治疗基础疾病 如防治动脉粥样硬化，控制糖尿病、感染，治疗肿瘤等。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-9FCF0B2F8A5280,静脉血栓症-感染-全书回捞证据-27623-8A5280,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,【预后】 大部分患者预后良好。有眼病者会出现视力下降，甚至失明。胃肠道溃疡出血、穿孔、肠瘘、吸收不良、感染等严重并发症是导致死亡率高的重要原因。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-75ECF676BE8FDE,静脉血栓症-感染-全书回捞证据-30165-BE8FDE,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,【诊断】 详细询问病史，结合临床表现、相关实验室检查，尤其是出现不能用基础疾病或者缺氧解释的皮肤黏膜发绀时，应高度怀疑亚硝酸盐中毒。高铁血红蛋白鉴定实验：取 5ml 静脉血在空气中用力震荡 15 分钟，若始终呈深棕色不变色（正常情况下血红蛋白与氧结合变为猩红色），可排除由呼吸循环衰竭引起的缺氧性发绀，考虑为高铁血红蛋白血症。剩余食物或呕吐物、血液毒物分析、血高铁血红蛋白鉴定试验和尿亚硝酸盐定性检查阳性，并且除外泌尿系统感染后可确诊。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-879610FF92C0DC,静脉血栓症-感染-全书回捞证据-3521-92C0DC,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,3. 其他 可伴发热，多为低热，少数病人可有 38℃以上的发热，可由肺梗死、肺出血、肺不张继发感染等引起，也可由下肢血栓性静脉炎引起。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-7A485553BFB9BC,静脉血栓症-感染-全书回捞证据-3889-BFB9BC,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（五）健康指导 对 IPAH 病人进行生活指导，加强相关卫生知识的宣传教育，增强病人战胜疾病的信心，预防肺部感染。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-8EDAC37D128E93,静脉血栓症-感染-全书回捞证据-4027-128E93,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（5）消化道出血：慢性肺心病由于感染、呼吸衰竭、心力衰竭致胃肠道淤血，以及应用糖皮质激素等，常常并发消化道出血，需要预防治疗，一旦发生需要积极处理。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-FFD8D23629337C,静脉血栓症-感染-全书回捞证据-4121-29337C,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（1）外观：漏出液多为淡黄色，透明清亮，静置不凝固，比重＜1.016～1.018。渗出液稍混浊，易有凝块，比重＞1.018。血性胸腔积液呈洗肉水样或静脉血样，多见于肿瘤、结核和肺栓塞。乳状胸腔积液多为乳糜胸，多由肿瘤、寄生虫、外伤（胸科手术、胸部外伤）或结核等原因导致胸导管压迫或破裂。巧克力色胸腔积液考虑阿米巴肝脓肿破溃入胸腔的可能。黑色胸腔积液可能为曲霉感染。黄绿色胸腔积液多见于类风湿关节炎。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-3BEA66F7A1C690,静脉血栓症-感染-全书回捞证据-4123-A1C690,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,（2）气味：厌氧菌感染胸腔积液常有臭味，提示可能有脓胸。如积液有尿味，可能为“尿胸”
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-3309F06CBC62B1,静脉血栓症-感染-全书回捞证据-445-BC62B1,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,限制性通气障碍性肺疾病肺实质疾病 神经肌肉疾病 胸壁 / 胸膜疾病 肺血管疾病 感染性肺疾病 恶性肿瘤 睡眠呼吸障碍性疾病 间质性肺疾病 / 弥漫性实质性肺疾病，包括特发性肺纤维化、结节病、过敏性肺炎、尘肺等 肌萎缩侧索硬化症吉兰 - 巴雷综合征 脊柱后、侧凸胸腔积液 胸膜增厚 肺血栓栓塞症肺动脉高压 肺炎（社区获得性肺炎、医院获得性肺炎等）肺结核 肺真菌病 新发呼吸道传染病（COVID-19 等） 气管支气管炎支气管肺癌 肺转移瘤 / 癌 睡眠呼吸暂停综合征
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-05B016843E089B,静脉血栓症-感染-全书回捞证据-449-3E089B,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,体感染；黄色脓性痰或痰液由白色黏液状转为黄色脓性常提示细菌感染；铁锈样痰可能是肺炎链球菌感染；大量脓性痰常见于肺脓肿或支气管扩张；红棕色胶冻样痰提示可能有肺炎克雷伯菌感染；脓痰有腐臭味提示可能有厌氧菌感染；巧克力色腥味痰提示可能患肺阿米巴病。咳粉红色稀薄泡沫痰伴呼吸困难提示可能有心力衰竭和肺水肿。痰量的增减反映感染的加剧或炎症的缓解，若痰量突然减少，且出现体温升高，可能与支气管引流不畅有关。
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-18847DD4BBE3CB,静脉血栓症-感染-全书回捞证据-461-BBE3CB,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,5. 胸痛 肺实质内不存在痛觉感受器，故胸痛一般源于各种肺部疾病累及胸膜及咳嗽引起的肌肉疼痛等。胸膜性胸痛一般为单侧、吸气末明显，定位相对清晰，可继发于气胸、肺炎、肿瘤、肺栓塞等。严重肺动脉高压可导致心肌缺血，出现与呼吸无关的心前区钝痛。非呼吸系统疾病引起的胸痛中，最重要的是心绞痛和心肌梗死，其特点是胸骨后或左前胸部位的压榨性胸痛，可放射至左肩。此外，还应注意心包炎、主动脉夹层等所致的胸痛。肋间神经痛、肋软骨炎、带状疱疹、柯萨奇病毒感染引起的胸痛常表现为胸壁表浅部位的疼痛。腹部脏器疾病，如胆石症和急性胰腺炎等有时亦
keep_evidence,证据文本/来源含VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-348D56D66D8C7A,静脉血栓症-感染-全书回捞证据-4739-6D8C7A,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,1. Ⅰ型呼吸衰竭 即低氧性呼吸衰竭，血气分析特点是 PaO2＜60mmHg、PaCO2 降低或正常。主要见于肺换气功能障碍（通气血流比例失调、弥散功能损害、肺动静脉分流等），如严重肺部感染性疾病、间质性肺疾病、急性肺栓塞等。
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-B56A0AACC19FAE,静脉血栓症-感染-全书回捞证据-5101-C19FAE,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,3. 分布性休克（distributive shock） 是休克中最为常见也是最重要的类型。其基本机制为血管收缩舒张调节功能异常，血流重新分布，其血流动力学特点为“高排低阻，低前负荷”，即全身血管阻力降低，通常伴随有高心排血量。与低血容量性休克不同的是，分布性休克的容量改变并非血容量的绝对减少，而是血容量的重新分布和相对不足。感染性休克是最常见的分布性休克，此外神经性休克、过敏性休克、内分泌性休克也属于此类。严重创伤和其他类型的休克如失血性休克的晚期也可能进展为分布性休克。分布性休克往往不能单纯通过补液而纠正，通常
delete_high_confidence,Evidence文本未命中VTE/PTE/DVT语义,supported_by_evidence,Evidence,EVD-CARD-FULLBOOK-1134E48CB2ADAD,静脉血栓症-感染-全书回捞证据-5105-B2ADAD,《内科学（第10版）》docx,FOUNDATION-CARD-FULLBOOK-BACKFILL-20260625-001,需要关注的是很多病人发生休克时存在多种休克类型并存的情况，如感染性休克病人可能同时因感染导致心肌病而合并心源性休克。
