subject_name,parent,level,pdf_page_approx,docx_start_para,docx_end_para,subject_kind,expected_groups,present_groups,missing_groups,definition_count,etiology_pathogenesis_count,clinical_manifestation_count,exam_lab_count,diagnosis_differential_count,treatment_count,prognosis_followup_count,example_entities,g1_status,neo4j_import_allowed,note
心肌疾病,第三篇循环系统疾病,章,,5739,5745,category_container,,definition,,6,0,0,0,0,0,0,"definition: 心肌疾病定义, 是一组病因和表型异质性高的心肌疾病，其心肌结构和/或功能异常无法以前/后负荷增加或心肌缺血等疾病来诠释, 是：①将CM视为常见临床表现（心力衰竭、心律失常）的原因, 指南》的分类法将其分为5个临床表型：肥厚型心肌病（HCM）、扩张型心肌病（DCM）、非扩张型左心室心肌病（NDLVC）、致心律失常性右心室心肌病（ARVC）和限制, 指导心源性猝死（SCD）的预防",g1_container_rollup_only,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
心脏瓣膜病,第三篇循环系统疾病,章,,6386,6391,category_container,,definition,,4,0,0,0,0,0,0,"definition: 心脏瓣膜病定义, 是由多种原因引起的心脏瓣膜狭窄或/和反流所致的心脏疾病, 导致心房或心室结构改变及功能失常，最终出现心力衰竭、心律失常等临床表现, 引起的心脏瓣膜狭窄或/和反流所致的心脏疾病",g1_container_rollup_only,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
心脏骤停与心脏性猝死,第三篇循环系统疾病,章,,7005,7156,category_container,,clinical_manifestation；definition；etiology_pathogenesis；prognosis_followup,,8,24,8,0,0,0,2,"definition: 心脏骤停与心脏性猝死定义, 是指心脏射血功能突然终止，造成全身血液循环中断、呼吸停止和意识丧失, 是心脏性猝死的直接原因, 是指急性症状发作后1小时内发生的以意识突然丧失为特征的、由心脏原因引起的自然死亡, 是否有心脏病，死亡的时间和形式未能预料；etiology_pathogenesis: 心脏骤停病因多样, 包括病人自身疾病（心源性疾病、非心源性疾病、疾病终末期等）和外部因素（如创伤、溺水、自杀等）, 其中心源性疾病为主要病因, 绝大多数SCD发生在有器质性心脏病的病人, 西方国家SCD中约80%由冠心病及其并发症引起；prognosis_followup: 心脏骤停, 室性心律失常；clinical_manifestation: 胸痛, 呼吸困难, 心悸, 乏力, 头晕",g1_container_rollup_only,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
心血管神经症,第三篇循环系统疾病,章,,7338,7392,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,definition,clinical_manifestation；diagnosis_differential；exam_lab；treatment,1,0,0,0,0,0,0,definition: 心血管神经症定义,g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
感染性心内膜炎,第三篇循环系统疾病,章,,6837,7004,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；exam_lab；prognosis_followup,treatment,3,16,2,6,15,0,27,"definition: 感染性心内膜炎定义, 是指病原体循血行途径或直接感染心瓣膜、心内膜或邻近大血管内膜所致的感染性疾病，感染最常累及瓣膜，常伴赘生物形成、局部结构与功能受损、终末器官感染性栓塞及全身炎症反, 指病原体循血行途径或直接感染心瓣膜、心内膜或邻近大血管内膜所致的感染性疾病，感染最常累及瓣膜，常伴赘生物形成、局部结构与功能受损、终末器官感染性栓塞及全身炎症反应；etiology_pathogenesis: 2.感染病原包括细菌、真菌、病毒、立克次体、衣原体等, 约90%社区获得性IE由链球菌、葡萄球菌或肠球菌引起（前者居多）, 医院获得性或静脉药物成瘾IE则多由金黄色葡萄球菌所致, 急性IE主要由金黄色葡萄球菌引起, 亚急性IE则多由草绿色链球菌致病；clinical_manifestation: 乏力, 心脏杂音；exam_lab: 超声心动图, 心脏磁共振成像, X线, CT, MRI；diagnosis_differential: 2.诊断标准病理标本培养或检出病原体是诊断的“金标准”, 血培养和超声心动图仍是临床诊断IE的两大基石：阳性血培养两次且为同一致病菌、超声检出赘生物是诊断的最主要证据, Duke诊断标准曾是公认的临床综合诊断标准, 2023年欧洲心脏病学会（ESC）发布了新版IE诊断标准（表3-10-1）, 按新标准；prognosis_followup: 预防IE的最有效措施是良好的口腔卫生习惯和定期的牙科检查, 在任何静脉导管插入或其他有创性操作过程中都必须严格无菌操作, 使用抗生素预防IE较以往减少, 对有IE易患因素的高危病人, 操作时可预防性应用抗生素",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
高血压,第三篇循环系统疾病,章,,5479,5482,category_container,,,,0,0,0,0,0,0,0,,g1_container_rollup_only,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
糖尿病与冠心病,糖尿病相关心血管疾病,节,,7541,7569,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；treatment,exam_lab,2,12,2,0,1,1,0,"definition: 糖尿病与冠心病定义, 是糖尿病病人最主要的大血管并发症，超过40%的糖尿病病人死于心血管疾病，尤其是ASCVD；etiology_pathogenesis: 糖尿病导致冠心病的发病机制非常复杂, 目前认为与高血糖和胰岛素抵抗引起的内皮功能紊乱、炎症水平上升、脂代谢异常、氧化应激、高凝状态等因素密切相关, 1.内皮功能紊乱高血糖可直接抑制内皮细胞依赖的血管舒张, 高胰岛素血症通过促进内皮素-1和血管紧张素Ⅱ产生、活性氧（ROS）激活, 加重内皮功能不良；clinical_manifestation: 胸痛, 胸闷；diagnosis_differential: 参照“冠心病”“糖尿病”相关章节；treatment: 钠-葡萄糖共转运蛋白2抑制剂",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
糖尿病与心力衰竭,糖尿病相关心血管疾病,节,,7570,7599,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；etiology_pathogenesis；prognosis_followup；treatment,diagnosis_differential；exam_lab,2,11,1,0,0,10,1,"definition: 糖尿病与心力衰竭定义, 是心力衰竭（以下简称“心衰”）的独立危险因素；etiology_pathogenesis: 糖尿病病人发生心衰是多种因素共同作用的结果, 除了高血糖的直接和间接损害外, 还包括肥胖等其他伴发代谢疾病对心肌的损害等, 从病理生理学层面分析, 心肌细胞代谢紊乱、钙离子调节功能障碍、线粒体功能紊乱、氧化应激损伤以及心脏微循环灌注不良、神经体液过度激活等在糖尿病病人心力衰竭的发生发展中具有重要作用；prognosis_followup: 心力衰竭；clinical_manifestation: 心脏扩大；treatment: ACEI/ARB, β受体拮抗剂, 利尿剂, 血管紧张素转换酶抑制剂, 血管紧张素II受体拮抗剂",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
糖尿病与高血压,糖尿病相关心血管疾病,节,,7527,7540,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,clinical_manifestation；definition；diagnosis_differential；etiology_pathogenesis；treatment,exam_lab,1,11,1,0,1,7,0,"definition: 糖尿病与高血压定义；etiology_pathogenesis: 主要与肾素-血管紧张素-醛固酮系统（RAAS）过度激活、线粒体功能紊乱、慢性炎症等有密切的关系, 1.RAAS过度激活高血糖和胰岛素抵抗可引发RAAS过度激活, 使血管紧张素Ⅱ和醛固酮水平升高, 抑制胰岛素信号通路下游PI3K/Akt通路激活, 抑制eNOS活化；clinical_manifestation: 高血压；diagnosis_differential: 参照“高血压”“糖尿病”相关章节；treatment: β受体拮抗剂, 利尿剂, 血管紧张素转换酶抑制剂, 血管紧张素II受体拮抗剂, ACEI",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
肿瘤治疗相关的其他心血管疾病,肿瘤心脏病学,节,,7457,7526,therapy_or_management_section,treatment,definition,treatment,9,0,0,0,0,0,0,"definition: 肿瘤治疗相关的其他心血管疾病定义, 是放疗常见的远期并发症，发生率约为10%, 是对霍奇金淋巴瘤、乳腺癌、肺癌的放疗）、细胞毒性治疗、靶向治疗和免疫治疗等多种肿瘤治疗可引起心包炎或心包积液, 导致1型PH, 导致CTRCD，进而引起2型PH",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
肿瘤治疗相关的冠状动脉疾病,肿瘤心脏病学,节,,7427,7436,therapy_or_management_section,treatment,clinical_manifestation；definition；etiology_pathogenesis；treatment,,1,5,1,0,0,3,0,"definition: 肿瘤治疗相关的冠状动脉疾病定义；etiology_pathogenesis: 上述药物诱发冠心病的主要机制包括冠脉内皮损伤、冠脉痉挛、急性血栓形成等, 放疗也可诱发冠心病, 其主要机制包括冠脉内皮损伤、炎症反应、氧化应激、动脉粥样硬化进程加快、微血栓形成及斑块破裂等, 放疗诱发的冠脉病变部位常见于冠脉近端或开口处, 冠心病；clinical_manifestation: 胸闷；treatment: 经皮冠状动脉介入治疗, PCI, 血运重建",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
肿瘤治疗相关的心功能不全,肿瘤心脏病学,节,,7393,7426,therapy_or_management_section,treatment,diagnosis_differential；etiology_pathogenesis；exam_lab；treatment,,0,12,0,7,1,8,0,"etiology_pathogenesis: 多种肿瘤治疗药物均可能导致不同程度的CTRCD, 常见CTRCD病因如下, 1.蒽环类药物相关CTRCD蒽环类药物（如多柔比星）是多种实体肿瘤（如乳腺癌）及血液系统恶性肿瘤（如淋巴瘤、急性白血病）常用的化疗药物, 可以通过氧化应激、铁代谢障碍、钙超载、抑制拓扑异构酶Ⅱβ诱导DNA损伤等机制导致心肌损伤, 蒽环类药物相关CTRCD与累积药物剂量呈正相关；exam_lab: 超声心动图, 心内膜心肌活检, 心脏磁共振成像, CT, 心脏磁共振；diagnosis_differential: （表3-14-1）表3-14-1CTRCD的分类及诊断标准；treatment: ACEI/ARB, β受体拮抗剂, 血管紧张素转换酶抑制剂, 血管紧张素II受体拮抗剂, 钠-葡萄糖共转运蛋白2抑制剂",g1_structured_candidate_ready,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
肿瘤治疗相关的心律失常,肿瘤心脏病学,节,,7437,7450,therapy_or_management_section,treatment,definition,treatment,8,0,0,0,0,0,0,"definition: 肿瘤治疗相关的心律失常定义, 是CYP3A4和P-糖蛋白的抑制剂，普罗帕酮主要经CYP2D6代谢，应用时需注意与肿瘤治疗药物间的相互作用, 导致QT间期延长，同时肿瘤病人常合并的电解质紊乱/肝肾功能不全等因素，使得QT间期延长发生率进一步增加, 导致QT间期延长的药物, 导致QT间期延长的危险因素，动态监测心电图变化",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
肿瘤治疗相关的血栓性疾病,肿瘤心脏病学,节,,7454,7456,therapy_or_management_section,treatment,definition,treatment,4,0,0,0,0,0,0,"definition: 肿瘤治疗相关的血栓性疾病定义, 是肿瘤病人外科手术后最常见的死因之一, 是腹部或盆腔手术）病人，术后应给予4周的预防性抗凝, 引起，也可能继发于房颤",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
肿瘤治疗相关的高血压,肿瘤心脏病学,节,,7451,7453,therapy_or_management_section,treatment,definition,treatment,4,0,0,0,0,0,0,"definition: 肿瘤治疗相关的高血压定义, 是肿瘤病人重要的合并症，部分高血压与肿瘤治疗药物相关, 是＜140/90mmHg，如病人耐受性良好，建议控制在130/80mmHg以下, 引起高血压和使原有高血压病情加重的概率高达11%～45%",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
原发性高血压,高血压,节,,5483,5655,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,definition；diagnosis_differential；etiology_pathogenesis；exam_lab；treatment,clinical_manifestation,5,14,0,8,10,9,0,"definition: 原发性高血压定义, 是以体循环动脉压升高为主要临床表现的心血管综合征，可分为原发性高血压（essentialhypertension）和继发性高血压（secondaryhyperte, 是心脑血管疾病最重要的危险因素之一，常与其他心血管危险因素共存，可损伤重要脏器，如心、脑、肾的结构和功能，最终导致这些器官的功能衰竭, 是根据临床及流行病学资料界定的, 导致这些器官的功能衰竭；etiology_pathogenesis: 原发性高血压是遗传和环境因素交互作用的结果, 并非一种同质性疾病, 不同个体间病因和发病机制不尽相同, 不同阶段始动、维持和加速机制不同, 各种发病机制间也存在交互作用；exam_lab: 超声心动图, 心电图, 心脏磁共振成像, 胸部X线, X线；diagnosis_differential: 高血压诊断根据诊室测量的血压值, 一般需非同日测量三次血压值收缩压均≥140mmHg和/或舒张压均≥90mmHg可诊断高血压, 也诊断为高血压, 夜间收缩压平均值≥120mmHg和/或舒张压平均值≥70mmHg来诊断高血压, 是否血压升高；treatment: ACEI/ARB, β受体拮抗剂, 利尿剂, 血管紧张素转换酶抑制剂, 血管紧张素II受体拮抗剂",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
继发性高血压,高血压,节,,5656,5738,disease_or_subtype,clinical_manifestation；definition；diagnosis_differential；exam_lab；treatment,definition,clinical_manifestation；diagnosis_differential；exam_lab；treatment,9,0,0,0,0,0,0,"definition: 继发性高血压定义, 是指由某些确定的疾病或病因引起的血压升高, 是最常见的继发性高血压，终末期肾病80%～90%合并高血压, 是由于肾单位大量丢失，导致水钠潴留和细胞外容量增加，以及肾脏RAAS激活与排钠减少, 是单侧或双侧肾动脉主干或分支狭窄引起的高血压",g1_needs_backfill,否,C2结构化候选仍需人工/规则深审计后才能进入curated delta
