issue_scope,source_artifact_scope,target_artifact_scope,source_disease_name,target_subject_name,mapping_status,mapping_type,entityType,slot,entity_name,entity_code,relationType,line_number,target_docx_start_para,target_docx_end_para,line_in_target_docx_range,evidence_quality,evidence_reason,merge_decision,evidence_code,evidence_text_preview,machine_precheck_decision,machine_precheck_reason,risk_flags,risk_flag_count,disease_mentioned_in_evidence,entity_mentioned_in_evidence,negative_context_hits,non_target_context_hits,generic_entity
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,不稳定型心绞痛,不稳定型心绞痛和非 ST 段抬高型心肌梗死,可自动采用,manual_synonym_rule,Complication,complication,心力衰竭,COMP-CARD-7CF202961681,may_cause_complication,7283,5127,5196,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-577A9FFB91DEF4,【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特点和治疗原则不同分为两大类：慢性冠脉综合征（chronic coronary syndrome， CCS）和 急 性 冠 脉 综 合 征（acute coron,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,4,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,不稳定型心绞痛,不稳定型心绞痛和非 ST 段抬高型心肌梗死,可自动采用,manual_synonym_rule,Complication,complication,心律失常,COMP-CARD-439BBF78D81C,may_cause_complication,7347,5127,5196,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-6E86613CB663BF,3. ECG 负荷试验 最常用的是运动负荷试验，增加心脏负担以激发心肌缺血。运动方式主要为分级活动平板或踏车，其运动强度可逐步升级。前者常用，让受检查者迎着转动的平板就地踏步，以达到按年龄预计可达到的最大心率（HRmax ）或亚极量心率（85%～90% 的 HRmax ）为负荷目标，前者为极量运动试验，后者为亚极量运动试验。运动中应持续监测 ECG 改变。运,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,4,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,二尖瓣狭窄,二尖瓣狭窄,可自动采用,exact,Complication,complication,出血,COMP-CARD-FULLBOOK-F7077FB368,may_cause_complication,6393,6512,6566,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-214FCD5492C24C,1. 抗凝治疗 房颤病人的栓塞发生率较高，因此，抗凝治疗是房颤治疗的重要内容。非瓣膜性房颤需要使用 CHA2DS2-VASc 评分系统进行血栓栓塞危险评估（表 3-3-2）。CHA2DS2-VASc 评分男性≥2 分或女性≥3 分，应抗凝治疗；当评分男性为 1 分或女性为 2 分时，应根据获益与风险权衡，可考虑抗凝治疗；当评分男性为 0 分或女性为 1 分时,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,4,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心力衰竭,心力衰竭,可自动采用,exact,DifferentialDiagnosis,diagnosis_differential,鉴别诊断,DDX-CARD-TEXT-107546315D,differentiates_from,7987,3905,3909,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-7B3A0535FD0C6F,6. 嗜铬细胞瘤 由于儿茶酚胺的突然升高，病人一般会出现头痛、心悸和出汗，血压波动较大，收缩压达 200mmHg，血压升高后又出现急剧下降，可导致休克。儿茶酚胺大量释放可导致冠脉血管弥漫性收缩，可引起心肌缺血，出现 ECG 上 ST 段改变，心肌坏死标志物升高，但冠脉往往没有狭窄病变。ECG 或超声心动图异常表现缺乏定位性，腹部 B 超、CT 发现肾上腺周围,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名,4,no,no,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心肌炎,心肌炎,可自动采用,exact,DifferentialDiagnosis,diagnosis_differential,鉴别诊断,DDX-CARD-TEXT-107546315D,differentiates_from,7987,5960,6066,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-A375CF9035C5BF,6. 嗜铬细胞瘤 由于儿茶酚胺的突然升高，病人一般会出现头痛、心悸和出汗，血压波动较大，收缩压达 200mmHg，血压升高后又出现急剧下降，可导致休克。儿茶酚胺大量释放可导致冠脉血管弥漫性收缩，可引起心肌缺血，出现 ECG 上 ST 段改变，心肌坏死标志物升高，但冠脉往往没有狭窄病变。ECG 或超声心动图异常表现缺乏定位性，腹部 B 超、CT 发现肾上腺周围,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名,4,no,no,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,急性心包炎,急性心包炎,可自动采用,exact,DifferentialDiagnosis,diagnosis_differential,鉴别诊断,DDX-CARD-TEXT-107546315D,differentiates_from,7987,6690,6725,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-5162245675A42D,6. 嗜铬细胞瘤 由于儿茶酚胺的突然升高，病人一般会出现头痛、心悸和出汗，血压波动较大，收缩压达 200mmHg，血压升高后又出现急剧下降，可导致休克。儿茶酚胺大量释放可导致冠脉血管弥漫性收缩，可引起心肌缺血，出现 ECG 上 ST 段改变，心肌坏死标志物升高，但冠脉往往没有狭窄病变。ECG 或超声心动图异常表现缺乏定位性，腹部 B 超、CT 发现肾上腺周围,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名,4,no,no,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,感染性心内膜炎,感染性心内膜炎,可自动采用,exact,DiagnosisCriteria,diagnosis_differential,诊断标准,DXC-CARD-TEXT-93A34CDC44,has_diagnostic_criteria,10493,6837,7004,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-B4BEF1C990640D,2. CT CT 检查旨在：①IE 和心脏并发症的诊断。对瓣周病变的检测优于 TEE，但对赘生物< 10mm、瓣膜穿孔和瘘管等病变的检测劣于 TEE。②远处病变和菌血症来源检测。全身和脑部 CT 可评估 IE 的系统并发症；CT 血管造影可发现血管树任何部位的细菌性动脉瘤；全身 CT 还可发现菌血症的心外来源病灶。总之，CT 发现已被纳入 IE 的主要和次要,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名,4,no,no,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,稳定型心绞痛,稳定型心绞痛,可自动采用,exact,DifferentialDiagnosis,diagnosis_differential,鉴别诊断,DDX-CARD-TEXT-107546315D,differentiates_from,7635,4958,5088,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-C0E0766067B4B0,【诊断与鉴别诊断】 根据典型的心绞痛症状、缺血性 ECG 改变（新发或 一 过性 ST 段压低≥0.1mV 或 T 波倒置≥0.2mV）以及心肌损伤标志物测定，可初步作出 UA/NSTEMI 诊断。诊断未明确的症状不典型但病情稳定者，在出院前可作负荷心电图或负荷超声心动图、心肌灌注显像、冠脉造影等检查。冠脉造影对决定治疗策略有重要意义。尽管 UA/NSTEM,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名,2,no,yes,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,主动脉夹层,主动脉夹层,可自动采用,exact,DifferentialDiagnosis,diagnosis_differential,鉴别诊断,DDX-CARD-TEXT-107546315D,differentiates_from,10855,7157,7216,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-E5A1F00FBB7DC7,【诊断与鉴别诊断】 对于急性胸痛的病人，应对病人的病史、胸痛性质和体征进行评估（表 3-12-1）。根据高危因素的类别（易感因素、疼痛特征、体征）进行评分，符合各类别下一种或多种特征的计为1 分，类别数累计≥2 分的为高危，类别数为 1 分的为中危，类别数为 0 分的属于低危。对于中高危的可疑主动脉夹层病人，应尽快安排相应的影像学检查予以明确诊断。,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐,1,yes,yes,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,主动脉瓣反流,主动脉瓣反流,可自动采用,exact,DifferentialDiagnosis,diagnosis_differential,鉴别诊断,DDX-CARD-TEXT-107546315D,differentiates_from,9877,6458,6511,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-55B8220793AF47,2. 鉴别诊断 主动脉瓣反流杂音于胸骨左缘明显时，应与 Graham-Steell 杂音鉴别。Austin-Flint杂音应与二尖瓣狭窄的心尖区舒张中晚期杂音鉴别：前者常紧随第三心音后，第一心音减弱；后者紧随开瓣音后，第一心音常亢进。,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐,1,yes,yes,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,主动脉瓣狭窄,主动脉瓣狭窄,可自动采用,exact,DifferentialDiagnosis,diagnosis_differential,鉴别诊断,DDX-CARD-TEXT-107546315D,differentiates_from,9403,6392,6457,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-4A296D095CED79,【诊断与鉴别诊断】 典型的上下肢血压的显著差别及胸部杂音可提示本病的诊断，超声心动图检查可确诊。鉴别诊断应考虑主动脉瓣狭窄、动脉导管未闭及多发性大动脉炎等。,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐,1,yes,yes,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,主动脉瓣狭窄,主动脉瓣狭窄,可自动采用,exact,Etiology,etiology_pathogenesis,炎症,ETI-CARD-TEXT-0EC5F56F7B,has_etiology,27209,6392,6457,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-9F04570DAB01E0,【发病机制】 遗传和环境因素在本病的发病中起重要作用。AS 的发病存在明显家族聚集倾向，和 HLA-B27 密切相关。健康人群的 HLA-B27 阳性率因种族和地区不同差别很大，如欧洲的白种人为 4%～13%，我国为 6%～8%，而我国 AS 患者 HLA-B27 阳性率高达 90% 左右。AS 可能还与泌尿生殖道沙眼衣原体或某些肠道病原菌（如志贺菌、沙门菌,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,5,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,二尖瓣狭窄,二尖瓣狭窄,可自动采用,exact,Etiology,etiology_pathogenesis,炎症,ETI-CARD-TEXT-0EC5F56F7B,has_etiology,25085,6512,6566,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-336A3F0DA2EF7F,脂蛋白（CM 和 VLDL）增加，在胆固醇酯转运蛋白（CETP）和肝脂酶（HL）作用下小而密的 LDL（sLDL）生成增加。富含 TG 的脂蛋白增加也使 HDL（特别是 HDL-2）减少。TG 增加、sLDL 增加及 HDL 降低是 MS 血脂异常的特征。④血管内皮细胞功能异常：IR 状态下，血糖增高、sLDL 增加、脂肪因子水平异常引起血管内皮细胞释放 N,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,5,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,动脉粥样硬化,动脉粥样硬化,可自动采用,exact,Etiology,etiology_pathogenesis,炎症,ETI-CARD-TEXT-0EC5F56F7B,has_etiology,15089,4864,4889,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-881B215B2971F0,2. 小肠出血（small intestine bleeding） 指十二指肠悬韧带至回盲部之间的出血。小肠出血可以由消化道自身疾病所致，也可由全身疾病及使用治疗药物后引发。年龄是重要因素，不同年龄出血的病因不尽相同。年轻病人（16～40 岁）常见病因有克罗恩病、小肠腺瘤、梅克尔憩室、Dieulafoy 病、血管病变、乳糜泻、非特异性肠炎（如免疫性、感染性）,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,5,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,原发性高血压,原发性高血压,可自动采用,exact,Etiology,etiology_pathogenesis,炎症,ETI-CARD-TEXT-0EC5F56F7B,has_etiology,8261,5483,5655,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-561FCDD8AD6711,4. 血管机制 大动脉和小动脉结构与功能的变化，也就是血管重塑在高血压发病中发挥重要作用。覆盖在血管壁内表面的内皮细胞能生成、激活和释放各种血管活性物质，例如一氧化氮（NO）、前列环素（PGI2 ）、内皮素（ET-1）、内皮依赖性血管收缩因子（EDCF）等，调节心血管功能。年龄增长以及各种心血管危险因素，例如血脂异常、血糖升高、吸烟、高同型半胱氨酸血症等，导,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,5,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,不稳定型心绞痛,不稳定型心绞痛和非 ST 段抬高型心肌梗死,可自动采用,manual_synonym_rule,Etiology,etiology_pathogenesis,动脉粥样硬化,ETI-CARD-TEXT-D6A8249236,has_etiology,7283,5127,5196,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-081BCEDFB2FB83,【临床分型】 由于病理解剖和病理生理变化的不同，冠心病有不同的临床表型。1979 年 WHO曾将其分为五型：①隐匿型或无症状型冠心病；②心绞痛；③心肌梗死；④缺血性心肌病；⑤猝死。近年趋向于根据发病特点和治疗原则不同分为两大类：慢性冠脉综合征（chronic coronary syndrome， CCS）和 急 性 冠 脉 综 合 征（acute coron,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名,3,no,no,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,主动脉夹层,主动脉夹层,可自动采用,exact,Etiology,etiology_pathogenesis,炎症,ETI-CARD-TEXT-0EC5F56F7B,has_etiology,9817,7157,7216,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-898C4D5357FD37,2. 主动脉根部扩张 引起瓣环扩大，瓣叶舒张期不能对合，为相对关闭不全。包括：①Marfan 综合征：遗传性结缔组织病，通常累及骨、关节、眼、心脏和血管，典型者四肢细长，韧带和关节过伸，晶状体脱位和升主动脉呈梭形瘤样扩张；②梅毒性主动脉炎：炎症破坏主动脉中层，致主动脉根部扩张， 30% 发生主动脉瓣反流；③其他病因：高血压性主动脉环扩张、特发性升主动脉扩张、,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；实体过泛需疾病上下文,3,no,yes,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病概述,可自动采用,normalized_equal,Pathophysiology,etiology_pathogenesis,心肌缺血,PATH-CARD-FULLBOOK-49867E5C1F,has_pathophysiology,7239,4943,4955,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-FDDD59D528BCE0,致器官的缺血。结合形态学和功能学的评估指导治疗方案的确定，包括血运重建（介入或外科治疗）的适应证和手术方法。超声可发现体表动脉如颈动脉、下肢动脉壁的斑块，多普勒超声检查有助于判断血流情况。X 线检查可发现主动脉增宽、主动脉结突出、管壁钙化等。CT 血管造影（CTA）和磁共振显像血管造影（MRA）无创显像动脉粥样硬化病变。结合无创影像技术的功能学方法，例如基于,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名,3,no,no,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,动脉粥样硬化,动脉粥样硬化,可自动采用,exact,Etiology,etiology_pathogenesis,动脉粥样硬化,ETI-CARD-TEXT-D6A8249236,has_etiology,26797,4864,4889,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-06AE094CAA9CAA,6. 心血管表现 患者常出现心包炎，可为纤维蛋白性心包炎或渗出性心包炎，但心脏压塞少见。可出现疣状心内膜炎（Libman-Sacks 心内膜炎），病理表现为瓣膜赘生物，与感染性心内膜炎不同，其常见于二尖瓣后叶的心室侧，且并不引起心脏杂音性质的改变。通常疣状心内膜炎不引起临床症状，但可以脱落引起栓塞，或并发感染性心内膜炎。约 10% 患者有心肌损害，可有气促、,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名,3,no,no,,,no
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病概述,可自动采用,normalized_equal,LabTest,exam_lab,血糖,LAB-CARD-TEXT-43D8A5AEE4,requires_lab_test,8523,4943,4955,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-61603FE2B2DD17,（2）β受体拮抗剂：有选择性(β1 ）、非选择性(β1 与β2 ）和兼有α受体拮抗剂三类。该类药物可通过抑制中枢和周围 RAAS，抑制心肌收缩力和减慢心率而发挥降压作用。降压起效较强而且迅速，不同β受体拮抗剂降压作用持续时间不同。适用于心率较快的中、青年病人或合并心绞痛和慢性心力衰竭者，对老年高血压疗效相对较差。各种β受体拮抗剂的药理学和药代动力学情况相差较,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,5,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病概述,可自动采用,normalized_equal,LabTest,exam_lab,血糖,LAB-CARD-TEXT-43D8A5AEE4,requires_lab_test,8525,4943,4955,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-DAD0927B745B78,（3）钙通道阻滞剂（CCB）：CCB 分为二氢吡啶类和非二氢吡啶类，前者以硝苯地平为代表，后者有维拉帕米和地尔硫草。根据药物作用持续时间，CCB 又可分为短效和长效。长效包括长半衰期药物，例如氨氯地平、左旋氨氯地平；脂溶性膜控型药物，例如拉西地平和乐卡地平；缓释或控释制剂，例如非洛地平缓释片、硝苯地平控释片。降压作用主要通过阻滞电压依赖 L 型钙通道减少细胞,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,5,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,动脉粥样硬化,动脉粥样硬化,可自动采用,exact,LabTest,exam_lab,血糖,LAB-CARD-TEXT-43D8A5AEE4,requires_lab_test,8523,4864,4889,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-67C57233F8A8B0,（2）β受体拮抗剂：有选择性(β1 ）、非选择性(β1 与β2 ）和兼有α受体拮抗剂三类。该类药物可通过抑制中枢和周围 RAAS，抑制心肌收缩力和减慢心率而发挥降压作用。降压起效较强而且迅速，不同β受体拮抗剂降压作用持续时间不同。适用于心率较快的中、青年病人或合并心绞痛和慢性心力衰竭者，对老年高血压疗效相对较差。各种β受体拮抗剂的药理学和药代动力学情况相差较,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,5,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心室扑动与心室颤动,心室扑动与心室颤动,可自动采用,exact,LabTest,exam_lab,血糖,LAB-CARD-TEXT-43D8A5AEE4,requires_lab_test,30545,4615,4641,no,中等证据文本,包含实体名和临床语义关键词，但疾病名未直接出现,可进入抽样复核后归并,EVD-CARD-FULLBOOK-592CB77421F519,【发病机制】 冻僵严重程度与机体暴露环境的温度、湿度、风速、时间、部位、机体的营养状态及抗寒能力有关。寒冷刺激引起交感神经兴奋，外周血管收缩。随着机体暴露时间延长，组织和细胞发生形态学改变，血管内皮损伤，通透性增强，血液无形成分外渗及有形成分聚集，血栓形成，导致循环障碍和组织坏死。细胞脱水及变性引起代谢障碍。冻僵时，患者 CBT 不同，体内代谢改变不同：①轻,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据未直接出现疾病名；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,5,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病概述,可自动采用,normalized_equal,LabTest,exam_lab,血糖,LAB-CARD-TEXT-43D8A5AEE4,requires_lab_test,7239,4943,4955,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-BECD258957CCF2,致器官的缺血。结合形态学和功能学的评估指导治疗方案的确定，包括血运重建（介入或外科治疗）的适应证和手术方法。超声可发现体表动脉如颈动脉、下肢动脉壁的斑块，多普勒超声检查有助于判断血流情况。X 线检查可发现主动脉增宽、主动脉结突出、管壁钙化等。CT 血管造影（CTA）和磁共振显像血管造影（MRA）无创显像动脉粥样硬化病变。结合无创影像技术的功能学方法，例如基于,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,4,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,动脉粥样硬化,动脉粥样硬化,可自动采用,exact,LabTest,exam_lab,血糖,LAB-CARD-TEXT-43D8A5AEE4,requires_lab_test,8525,4864,4889,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-44B60DEB09117A,（3）钙通道阻滞剂（CCB）：CCB 分为二氢吡啶类和非二氢吡啶类，前者以硝苯地平为代表，后者有维拉帕米和地尔硫草。根据药物作用持续时间，CCB 又可分为短效和长效。长效包括长半衰期药物，例如氨氯地平、左旋氨氯地平；脂溶性膜控型药物，例如拉西地平和乐卡地平；缓释或控释制剂，例如非洛地平缓释片、硝苯地平控释片。降压作用主要通过阻滞电压依赖 L 型钙通道减少细胞,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,4,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,心力衰竭,心力衰竭,可自动采用,exact,LabTest,exam_lab,血糖,LAB-CARD-TEXT-43D8A5AEE4,requires_lab_test,8525,3905,3909,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-05D6B5A38E1D82,（3）钙通道阻滞剂（CCB）：CCB 分为二氢吡啶类和非二氢吡啶类，前者以硝苯地平为代表，后者有维拉帕米和地尔硫草。根据药物作用持续时间，CCB 又可分为短效和长效。长效包括长半衰期药物，例如氨氯地平、左旋氨氯地平；脂溶性膜控型药物，例如拉西地平和乐卡地平；缓释或控释制剂，例如非洛地平缓释片、硝苯地平控释片。降压作用主要通过阻滞电压依赖 L 型钙通道减少细胞,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,4,no,no,,,yes
历史候选池归并风险，不作为当前骨架缺陷,历史候选池/旧实例产物,当前骨架基线产物,急性心力衰竭,急性心力衰竭,可自动采用,exact,LabTest,exam_lab,血糖,LAB-CARD-TEXT-43D8A5AEE4,requires_lab_test,8523,4119,4228,no,强证据文本,同时包含疾病名、实体名和临床语义关键词,可进入抽样复核后归并,EVD-CARD-FULLBOOK-82983CDB31B5A3,（2）β受体拮抗剂：有选择性(β1 ）、非选择性(β1 与β2 ）和兼有α受体拮抗剂三类。该类药物可通过抑制中枢和周围 RAAS，抑制心肌收缩力和减慢心率而发挥降压作用。降压起效较强而且迅速，不同β受体拮抗剂降压作用持续时间不同。适用于心率较快的中、青年病人或合并心绞痛和慢性心力衰竭者，对老年高血压疗效相对较差。各种β受体拮抗剂的药理学和药代动力学情况相差较,仅作重抽取线索,候选可提示抽取方向，但证据上下文或章节坐标不足以支持自动归并,章节坐标未对齐；证据片段缺疾病名；证据片段缺实体名；实体过泛需疾病上下文,4,no,no,,,yes
