generated_at,priority_scope_note,category,disease_code,disease_name,match_status,match_type,match_score,hit_text,source_section_path,docx_paragraph_start,docx_paragraph_end,pdf_page_start,pdf_page_end,skeleton_slot,knowledge_layer,definition_candidate,description_candidate,available_slots_in_source
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-DCM,扩张型心肌病,ready_for_import_after_sampling,exact_title,100,扩张型心肌病,心肌疾病 > 扩张型心肌病,5810,5874,306,306,overview,textbook_core,扩张型心肌病（dilated cardiomyopathy，DCM）是一类以左室或双心室扩大伴收缩功能障碍为特征的心肌病，且无法以负荷异常或心肌缺血等来解释。,扩张型心肌病（dilated cardiomyopathy，DCM）是一类以左室或双心室扩大伴收缩功能障碍为特征的心肌病，且无法以负荷异常或心肌缺血等来解释。本病发病率为 0.13‰～0.84‰，预后较差，确诊后 5 年和 10 年生存率分别约 50% 和 25%。,clinical_manifestation|diagnosis_differential|etiology|exam_lab|pathogenesis|treatment|病因明确的 DCM
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-FABRY,法布雷病心肌病,needs_manual_anchor_review,body_mention,62,Fabry,心肌疾病 > 肥厚型心肌病,5746,5809,308,308,overview,textbook_core,尚需除外较少见的全身性疾病引起的心肌肥厚，如淀粉样变、结节病、戈谢病、糖原贮积症、Fabry 病、Danon 病、血色病等。,尚需除外较少见的全身性疾病引起的心肌肥厚，如淀粉样变、结节病、戈谢病、糖原贮积症、Fabry 病、Danon 病、血色病等。,clinical_manifestation|diagnosis_differential|exam_lab|pathogenesis|treatment
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-AMYLOID,淀粉样变心肌病,needs_manual_anchor_review,body_mention,62,淀粉样变,心肌疾病 > 肥厚型心肌病,5746,5809,308,308,overview,textbook_core,尚需除外较少见的全身性疾病引起的心肌肥厚，如淀粉样变、结节病、戈谢病、糖原贮积症、Fabry 病、Danon 病、血色病等。,尚需除外较少见的全身性疾病引起的心肌肥厚，如淀粉样变、结节病、戈谢病、糖原贮积症、Fabry 病、Danon 病、血色病等。,clinical_manifestation|diagnosis_differential|exam_lab|pathogenesis|treatment
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-HCM,肥厚型心肌病,ready_for_import_after_sampling,exact_title,100,肥厚型心肌病,心肌疾病 > 肥厚型心肌病,5746,5809,306,306,overview,textbook_core,肥厚型心肌病（hypertrophic cardiomyopathy，HCM）是一类以左心室和 / 或右心室肥厚，伴舒张功能障碍为特征的心肌病，需排除继发于后负荷增加或系统性疾病的心肌肥厚。,肥厚型心肌病（hypertrophic cardiomyopathy，HCM）是一类以左心室和 / 或右心室肥厚，伴舒张功能障碍为特征的心肌病，需排除继发于后负荷增加或系统性疾病的心肌肥厚。HCM 发病率成人为2‰、儿童为 0.02～0.05‰，患病率为 0.29‰，临床表现差异大，部分病人以 SCD 为首发表现，是青少年和运动猝死的重要原因。,clinical_manifestation|diagnosis_differential|exam_lab|pathogenesis|treatment
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,needs_guideline_or_manual_source,no_textbook_anchor,0,,,,,,,,,,,
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,ready_for_import_after_sampling,exact_title,100,致心律失常性右心室心肌病,心肌疾病 > 致心律失常性右心室心肌病,5895,5928,306,306,overview,textbook_core,致心律失常性右心室心肌病（arrhythmogenic right ventricular cardiomyopathy，ARVC）是以进展性右心室心肌萎缩并被纤维或 / 和脂肪替代为特征的心肌疾病。,致心律失常性右心室心肌病（arrhythmogenic right ventricular cardiomyopathy，ARVC）是以进展性右心室心肌萎缩并被纤维或 / 和脂肪替代为特征的心肌疾病。本病发病率为 0.2‰～1.0‰，男性易患，多在 30 岁左右发病，预后差。,clinical_manifestation|diagnosis_differential|exam_lab|pathogenesis|treatment
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,needs_guideline_or_manual_source,no_textbook_anchor,0,,,,,,,,,,,
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-ACM,致心律失常性心肌病,needs_guideline_or_manual_source,no_textbook_anchor,0,,,,,,,,,,,
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-RCM,限制型心肌病,ready_for_import_after_sampling,exact_title,100,限制型心肌病,心肌疾病 > 限制型心肌病,5929,5959,306,306,overview,textbook_core,限制型心肌病（restrictive cardiomyopathy，RCM）是一组以限制性心室充盈障碍为特征的混合性心肌病，其预后较差，5 年生存期仅约 30%。,限制型心肌病（restrictive cardiomyopathy，RCM）是一组以限制性心室充盈障碍为特征的混合性心肌病，其预后较差，5 年生存期仅约 30%。,clinical_manifestation|diagnosis_differential|etiology|exam_lab|treatment|病理改变与病理生理
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心肌病,DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,ready_for_import_after_sampling,exact_title,100,非扩张型左心室心肌病,心肌疾病 > 非扩张型左心室心肌病,5875,5894,306,306,overview,textbook_core,非扩张型左心室心肌病（non-dilated left ventricular cardiomyopathy，NDLVC）是指在无左心室扩张情况下，左心室存在着非缺血性瘢痕或脂肪替代，伴或不伴整体或局部室壁运动异常；,非扩张型左心室心肌病（non-dilated left ventricular cardiomyopathy，NDLVC）是指在无左心室扩张情况下，左心室存在着非缺血性瘢痕或脂肪替代，伴或不伴整体或局部室壁运动异常；这些心肌病变仅由负荷异常或心肌缺血无法解释。,clinical_manifestation|diagnosis_differential|exam_lab|pathogenesis|treatment
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心脏骤停与心脏性猝死;心律失常,DIS-CARD-SCD-SUDDEN,心脏性猝死,needs_manual_anchor_review,body_mention,62,心脏性猝死,心律失常 > 概 述,4233,4313,221,221,overview,textbook_core,③判断预后：通过电刺激确定病人是否易于诱发室性心动过速、有无发生心脏性猝死的危险。,③判断预后：通过电刺激确定病人是否易于诱发室性心动过速、有无发生心脏性猝死的危险。,心律失常分类|心律失常发生机制|心律失常病因|心律失常的诊断|心脏传导系统
2026-07-08 09:16:41,冠心病、心肌病、心力衰竭、心律失常为优先验证集；通过后按同规则自动扩大到心血管内科其他疾病。,心脏骤停与心脏性猝死;心律失常,DIS-CARD-SCD-ARREST,心脏骤停,needs_guideline_or_manual_source,no_textbook_anchor,0,,,,,,,,,,,
