disease_code_to_fill,evidence_code,evidence_name,evidence_type,source_code,source_name,source_type
DIS-CARD-CM-DCM,EVD-TB-7F0A22117F8FE0172CF9-DCM,《内科学》第10版 第311页证据（SEG-DOC-C0BB559FA2C8448A-311-TB-00022）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-02,扩张型心肌病病因、家族史或遗传线索组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-26CD5802C3C5E0A2B148-DCM,中国心肌病综合管理指南2025.pdf 第4页证据（SEG-DOC-8917447CF08D5176-4-GL-00018-DCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-03,扩张型心肌病排除负荷或缺血性继发改变组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-27EF0299F4DE9D99C389-DCM,心肌病诊断与治疗建议  2007.pdf 第2页证据（SEG-DOC-EE4059BC9FA37E66-2-GL-00033-DCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-03,扩张型心肌病排除负荷或缺血性继发改变组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-C14CF5C9764CDA9CAE55-DCM,心肌病诊断与治疗建议  2007.pdf 第3页证据（SEG-DOC-EE4059BC9FA37E66-3-GL-00045-DCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-03,扩张型心肌病排除负荷或缺血性继发改变组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-TB-5908340B73B73B1642EC-DCM,《内科学》第10版 第311页证据（SEG-DOC-C0BB559FA2C8448A-311-TB-00021）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-03,扩张型心肌病排除负荷或缺血性继发改变组成规则,ClinicalRule
DIS-CARD-CM-DCM,EVD-TB-7F0A22117F8FE0172CF9-DCM,《内科学》第10版 第311页证据（SEG-DOC-C0BB559FA2C8448A-311-TB-00022）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-16CFF57650C6-03,扩张型心肌病排除负荷或缺血性继发改变组成规则,ClinicalRule
DIS-CARD-CAD-ACS,EVD-A757284F10089B5E60ED-ACS,《内科学（第10版）》.pdf 第466页证据（SEG-DOC-C0BB559FA2C8448A-466-GL-00222-ACS）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-30F656ACB669-01,急性冠脉综合征临床症状与缺血表现组成规则,ClinicalRule
DIS-CARD-CAD-ACS,EVD-A757284F10089B5E60ED-ACS,《内科学（第10版）》.pdf 第466页证据（SEG-DOC-C0BB559FA2C8448A-466-GL-00222-ACS）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-30F656ACB669-02,急性冠脉综合征心电图/心肌损伤/缺血证据组成规则,ClinicalRule
DIS-CARD-CAD-ACS,EVD-A757284F10089B5E60ED-ACS,《内科学（第10版）》.pdf 第466页证据（SEG-DOC-C0BB559FA2C8448A-466-GL-00222-ACS）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-30F656ACB669-03,急性冠脉综合征解剖或影像学证据组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-D38F0492EA9F9200762F-HCM,《内科学（第10版）》.pdf 第306页证据（SEG-DOC-C0BB559FA2C8448A-306-GL-00026-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-01,肥厚型心肌病心脏结构和功能异常组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-DBFBC9CE4B1276B89925-HCM,成人法布雷病心肌病诊断与治疗中国专家共识.pdf 第3页证据（SEG-DOC-829A089219708BB6-3-GL-00006-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-01,肥厚型心肌病心脏结构和功能异常组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-EB986126E19DF663939B-HCM,肥厚型心肌病激发_负荷超声心动图临床应用指南(2024版).pdf 第8页证据（SEG-DOC-6605420FFBDD9D1D-8-GL-00016-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-01,肥厚型心肌病心脏结构和功能异常组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-FFEC8CA65DBBB1B8118F-HCM,心肌病心内膜心肌活检及病理检查临床应用指南.pdf 第6页证据（SEG-DOC-372CA06E729E0563-6-GL-00023-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-01,肥厚型心肌病心脏结构和功能异常组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-TB-D6E25221BF9444B19E9A-HCM,《内科学》第10版 第309页证据（SEG-DOC-C0BB559FA2C8448A-309-TB-00012）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-01,肥厚型心肌病心脏结构和功能异常组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-D38F0492EA9F9200762F-HCM,《内科学（第10版）》.pdf 第306页证据（SEG-DOC-C0BB559FA2C8448A-306-GL-00026-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-02,肥厚型心肌病病因、家族史或遗传线索组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-DBFBC9CE4B1276B89925-HCM,成人法布雷病心肌病诊断与治疗中国专家共识.pdf 第3页证据（SEG-DOC-829A089219708BB6-3-GL-00006-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-02,肥厚型心肌病病因、家族史或遗传线索组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-EB986126E19DF663939B-HCM,肥厚型心肌病激发_负荷超声心动图临床应用指南(2024版).pdf 第8页证据（SEG-DOC-6605420FFBDD9D1D-8-GL-00016-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-02,肥厚型心肌病病因、家族史或遗传线索组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-FFEC8CA65DBBB1B8118F-HCM,心肌病心内膜心肌活检及病理检查临床应用指南.pdf 第6页证据（SEG-DOC-372CA06E729E0563-6-GL-00023-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-02,肥厚型心肌病病因、家族史或遗传线索组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-TB-D6E25221BF9444B19E9A-HCM,《内科学》第10版 第309页证据（SEG-DOC-C0BB559FA2C8448A-309-TB-00012）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-02,肥厚型心肌病病因、家族史或遗传线索组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-D38F0492EA9F9200762F-HCM,《内科学（第10版）》.pdf 第306页证据（SEG-DOC-C0BB559FA2C8448A-306-GL-00026-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-03,肥厚型心肌病排除负荷或缺血性继发改变组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-DBFBC9CE4B1276B89925-HCM,成人法布雷病心肌病诊断与治疗中国专家共识.pdf 第3页证据（SEG-DOC-829A089219708BB6-3-GL-00006-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-03,肥厚型心肌病排除负荷或缺血性继发改变组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-EB986126E19DF663939B-HCM,肥厚型心肌病激发_负荷超声心动图临床应用指南(2024版).pdf 第8页证据（SEG-DOC-6605420FFBDD9D1D-8-GL-00016-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-03,肥厚型心肌病排除负荷或缺血性继发改变组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-FFEC8CA65DBBB1B8118F-HCM,心肌病心内膜心肌活检及病理检查临床应用指南.pdf 第6页证据（SEG-DOC-372CA06E729E0563-6-GL-00023-HCM）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-03,肥厚型心肌病排除负荷或缺血性继发改变组成规则,ClinicalRule
DIS-CARD-CM-HCM,EVD-TB-D6E25221BF9444B19E9A-HCM,《内科学》第10版 第309页证据（SEG-DOC-C0BB559FA2C8448A-309-TB-00012）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-4335F6498D1C-03,肥厚型心肌病排除负荷或缺血性继发改变组成规则,ClinicalRule
DIS-CARD-SCD-ARREST,EVD-TB-61418D55351291166001-ARREST,《内科学（第10版）》.pdf 第842页证据（SEG-DOC-C0BB559FA2C8448A-842-TB-00251-ARREST）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-663B41A63239-01,心脏骤停心电或节律记录组成规则,ClinicalRule
DIS-CARD-SCD-ARREST,EVD-TB-F75A4CDE65FB59482C81-ARREST,《内科学（第10版）》.pdf 第918页证据（SEG-DOC-C0BB559FA2C8448A-918-TB-00253-ARREST）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-663B41A63239-01,心脏骤停心电或节律记录组成规则,ClinicalRule
DIS-CARD-SCD-ARREST,EVD-TB-61418D55351291166001-ARREST,《内科学（第10版）》.pdf 第842页证据（SEG-DOC-C0BB559FA2C8448A-842-TB-00251-ARREST）,Evidence,RULE-CARD-MIG-DX-DXC-CARD-663B41A63239-02,心脏骤停临床事件和血流动力学组成规则,ClinicalRule
